"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0029092","FBgn0038088","ced-6","CG10126","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.2176",".429"
"FBgn0029092","FBgn0038037","ced-6","Cyp9f2","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0674",".197"
"FBgn0035168","FBgn0034722","cep290","Rtf1","PPI: Curagen two-hybrid",".2675",".322"
"FBgn0034443","FBgn0033873","cer","CG6337","PPI: Curagen two-hybrid","-.0481",".417"
"FBgn0032785","FBgn0029663","CG10026","CG10804","PPI: Finley lab two-hybrid|PPI: From other databases","-.0371",".406"
"FBgn0035722","FBgn0004863","CG10075","C15","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1965",".358"
"FBgn0035722","FBgn0031856","CG10075","CG11322","PPI: Curagen two-hybrid",".0275",".392"
"FBgn0035722","FBgn0030734","CG10075","CG9911","PPI: Curagen two-hybrid","-.029",".413"
"FBgn0035722","FBgn0010352","CG10075","Nc73EF","PPI: Curagen two-hybrid",".4448",".421"
"FBgn0035715","FBgn0037224","CG10103","TwdlF","PPI: Curagen two-hybrid","-.1174",".38"
"FBgn0036361","FBgn0024250","CG10154","brk","PPI: Curagen two-hybrid","-.2726",".42"
"FBgn0036361","FBgn0030459","CG10154","CG12723","PPI: Curagen two-hybrid",".1461",".431"
"FBgn0036361","FBgn0031219","CG10154","CG13694","PPI: Curagen two-hybrid",".1969",".412"
"FBgn0036361","FBgn0036451","CG10154","CG9425","PPI: Curagen two-hybrid","-.3073",".278"
"FBgn0036361","FBgn0262975","CG10154","cnc","PPI: Curagen two-hybrid",".0575",".413"
"FBgn0036361","FBgn0000644","CG10154","Fcp3C","PPI: Curagen two-hybrid","-.0826",".389"
"FBgn0036361","FBgn0032812","CG10154","Hakai","PPI: Curagen two-hybrid","-.1912",".39"
"FBgn0036361","FBgn0028475","CG10154","Hrd3","PPI: Curagen two-hybrid","-.3002",".368"
"FBgn0036361","FBgn0002940","CG10154","ninaE","PPI: Curagen two-hybrid","-.1214",".411"
"FBgn0036361","FBgn0004108","CG10154","Nrt","PPI: Curagen two-hybrid","-.1844",".403"
"FBgn0036361","FBgn0004363","CG10154","porin","PPI: Curagen two-hybrid",".0862",".193"
"FBgn0036361","FBgn0262955","CG10154","RpII140","PPI: Curagen two-hybrid","-.1982",".221"
"FBgn0036361","FBgn0028697","CG10154","RpL15","PPI: Curagen two-hybrid","-.0604",".402"
"FBgn0036361","FBgn0020910","CG10154","RpL3","PPI: Curagen two-hybrid",".0318",".209"
"FBgn0036361","FBgn0261597","CG10154","RpS26","PPI: Curagen two-hybrid",".0443",".235"
"FBgn0036361","FBgn0025702","CG10154","Srpk79D","PPI: Curagen two-hybrid","-.1692",".402"
"FBgn0036361","FBgn0005671","CG10154","Vha55","PPI: Curagen two-hybrid",".3127",".175"
"FBgn0036361","FBgn0263512","CG10154","Vsx2","PPI: Curagen two-hybrid","-.166",".466"
"FBgn0039104","FBgn0031662","CG10252","CG3792","PPI: Curagen two-hybrid","-.2829",".413"
"FBgn0039104","FBgn0000412","CG10252","D1","PPI: Curagen two-hybrid",".0425",".393"
"FBgn0039104","FBgn0011642","CG10252","Zyx","PPI: Curagen two-hybrid","-.241",".523"
"FBgn0037432","FBgn0003227","CG10298","rec","PPI: Curagen two-hybrid","-.1516",".212"
"FBgn0039109","FBgn0040684","CG10365","CG12589","PPI: Curagen two-hybrid",".6503",".435"
"FBgn0034638","FBgn0040371","CG10433","CG12470","PPI: Curagen two-hybrid",".1456",".492"
"FBgn0034634","FBgn0032658","CG10494","CG5681","PPI: Curagen two-hybrid","-.1446",".41"
"FBgn0037059","FBgn0025519","CG10510","fidipidine","PPI: Curagen two-hybrid","-.2561",".414"
"FBgn0039326","FBgn0051235","CG10562","CG31235","PPI: Finley lab two-hybrid","-.1626",".423"
"FBgn0039326","FBgn0045761","CG10562","CHKov1","PPI: Finley lab two-hybrid","-.0692",".396"
"FBgn0036287","FBgn0035213","CG10663","CG2199","PPI: Curagen two-hybrid",".0541",".395"
"FBgn0036287","FBgn0284245","CG10663","eEF1alpha1","PPI: Curagen two-hybrid","-.1862",".15"
"FBgn0036287","FBgn0033081","CG10663","geminin","PPI: Curagen two-hybrid",".016",".408"
"FBgn0036287","FBgn0004828","CG10663","His3.3B","PPI: Curagen two-hybrid",".2667",".199"
"FBgn0036287","FBgn0010830","CG10663","l(3)04053","PPI: Curagen two-hybrid","-.2315",".434"
"FBgn0036287","FBgn0028583","CG10663","lcs","PPI: Curagen two-hybrid","-.1158",".441"
"FBgn0036287","FBgn0041789","CG10663","Pax","PPI: Curagen two-hybrid",".2941",".419"
"FBgn0036287","FBgn0038826","CG10663","Syp","PPI: Curagen two-hybrid","-.1865",".226"
"FBgn0032846","FBgn0025629","CG10721","CG4045","PPI: Curagen two-hybrid","-.3124",".443"
"FBgn0037911","FBgn0046247","CG10898","CG5938","PPI: Finley lab two-hybrid",".0379",".416"
"FBgn0034295","FBgn0033233","CG10911","Kdm4A","PPI: Curagen two-hybrid","-.2133",".282"
"FBgn0030010","FBgn0033750","CG10959","CG13151","PPI: Curagen two-hybrid",".118",".43"
"FBgn0030536","FBgn0024985","CG11068","CG11448","PPI: Curagen two-hybrid",".2759",".372"
"FBgn0030518","FBgn0034970","CG11134","yki","PPI: Curagen two-hybrid","-.2047",".431"
"FBgn0037297","FBgn0263118","CG1116","tx","PPI: Curagen two-hybrid","-.0902",".398"
"FBgn0037120","FBgn0035453","CG11247","CG10357","PPI: Curagen two-hybrid","-.0529",".39"
"FBgn0037120","FBgn0037981","CG11247","Spt3","PPI: Curagen two-hybrid",".5337",".337"
"FBgn0034706","FBgn0053054","CG11275","CG33054","PPI: Curagen two-hybrid",".2288",".372"
"FBgn0037516","FBgn0035308","CG11286","CG15822","PPI: Finley lab two-hybrid","-.0706",".41"
"FBgn0037279","FBgn0034035","CG1129","CG8207","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid|PPI: DPiM coAP complex|PPI: From other databases",".5007",".204"
"FBgn0031849","FBgn0040349","CG11327","CG3699","PPI: Curagen two-hybrid","-.1619",".298"
"FBgn0031849","FBgn0016013","CG11327","Faa","PPI: Curagen two-hybrid","-.15",".416"
"FBgn0040359","FBgn0020389","CG11380","Papss","PPI: Curagen two-hybrid",".0907",".411"
"FBgn0040359","FBgn0037224","CG11380","TwdlF","PPI: Curagen two-hybrid",".7649",".405"
"FBgn0035397","FBgn0039749","CG11486","CG11498","PPI: Curagen two-hybrid","-.1804",".386"
"FBgn0039749","FBgn0026262","CG11498","bip2","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".194",".404"
"FBgn0039749","FBgn0267790","CG11498","rump","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0459",".249"
"FBgn0035424","FBgn0010300","CG11505","brat","PPI: Curagen two-hybrid",".076",".393"
"FBgn0035424","FBgn0036361","CG11505","CG10154","PPI: Curagen two-hybrid","-.2292",".398"
"FBgn0035424","FBgn0086265","CG11505","psd","PPI: Curagen two-hybrid",".4728",".471"
"FBgn0037156","FBgn0014133","CG11523","bif","PPI: Curagen two-hybrid",".4716",".399"
"FBgn0046296","FBgn0028895","CG11534","CG17328","PPI: Curagen two-hybrid",".0153",".485"
"FBgn0039859","FBgn0013995","CG11539","Calx","PPI: Curagen two-hybrid",".3063",".375"
"FBgn0039859","FBgn0005617","CG11539","msl-1","PPI: Curagen two-hybrid","-.095",".424"
"FBgn0039859","FBgn0283477","CG11539","SF2","PPI: Curagen two-hybrid","-.0558",".41"
"FBgn0036249","FBgn0036639","CG11560","CG4229","PPI: Curagen two-hybrid","-.2265",".406"
"FBgn0031247","FBgn0032945","CG11562","CG8665","PPI: Finley lab two-hybrid","-.0494",".385"
"FBgn0033283","FBgn0003863","CG11635","alphaTry","PPI: Curagen two-hybrid",".4048",".428"
"FBgn0036194","FBgn0038272","CG11652","CG7265","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: DPiM coAP complex",".293",".482"
"FBgn0037563","FBgn0027586","CG11672","CG5867","PPI: Curagen two-hybrid",".0179",".395"
"FBgn0037611","FBgn0035872","CG11755","CG7185","PPI: Curagen two-hybrid",".8812",".352"
"FBgn0037625","FBgn0022238","CG11768","lolal","PPI: Curagen two-hybrid","-.1768",".41"
"FBgn0037625","FBgn0037207","CG11768","Mes2","PPI: Curagen two-hybrid","-.3625",".416"
"FBgn0037625","FBgn0039359","CG11768","RpL27","PPI: Curagen two-hybrid","-.146",".196"
"FBgn0037625","FBgn0011726","CG11768","tsr","PPI: Curagen two-hybrid","-.3963",".36"
"FBgn0036678","FBgn0266084","CG11905","Fhos","PPI: Curagen two-hybrid","-.1393",".453"
"FBgn0037644","FBgn0033925","CG11964","CG8617","PPI: Curagen two-hybrid",".4805",".446"
"FBgn0030053","FBgn0263773","CG12081","fok","PPI: Curagen two-hybrid","-.0628",".356"
"FBgn0030041","FBgn0265048","CG12116","cv-d","PPI: Curagen two-hybrid",".4756",".423"
"FBgn0038002","FBgn0033899","CG12256","CG13016","PPI: Curagen two-hybrid","-.1945",".425"
"FBgn0038617","FBgn0020647","CG12333","KrT95D","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: DPiM coAP complex",".3278",".439"
"FBgn0030676","FBgn0034601","CG12379","CG4286","PPI: Curagen two-hybrid","-.143",".416"
"FBgn0031768","FBgn0038945","CG12393","CG5386","PPI: Finley lab two-hybrid|PPI: From other databases","-.2978",".344"
"FBgn0031768","FBgn0040228","CG12393","DCTN5-p25","PPI: Finley lab two-hybrid|PPI: From other databases",".4083",".452"
"FBgn0031768","FBgn0001147","CG12393","gsb-n","PPI: Finley lab two-hybrid|PPI: From other databases",".1957",".363"
"FBgn0031768","FBgn0021767","CG12393","org-1","PPI: Finley lab two-hybrid|PPI: From other databases",".089",".382"
"FBgn0032465","FBgn0030369","CG12404","Cyp318a1","PPI: Curagen two-hybrid","-.0411",".366"
"FBgn0040816","FBgn0037633","CG12521","CG9839","PPI: Curagen two-hybrid","-.2272",".389"
"FBgn0040684","FBgn0034816","CG12589","CG3085","PPI: Curagen two-hybrid",".9814",".44"
"FBgn0040684","FBgn0037470","CG12589","Tailor","PPI: Curagen two-hybrid",".2235",".446"
"FBgn0040684","FBgn0022097","CG12589","Vha36-1","PPI: Curagen two-hybrid","-.2251",".335"
"FBgn0032626","FBgn0051457","CG12620","CG31457","PPI: Curagen two-hybrid","-.2769",".369"
"FBgn0031103","FBgn0004055","CG12679","uzip","PPI: Curagen two-hybrid","-.139",".407"
"FBgn0029952","FBgn0036991","CG12689","CG5872","PPI: Finley lab two-hybrid",".0298",".346"
"FBgn0031070","FBgn0031719","CG12702","CG18269","PPI: Finley lab two-hybrid",".3688",".388"
"FBgn0030373","FBgn0038453","CG12721","Arl6IP1","PPI: Curagen two-hybrid",".5067",".426"
"FBgn0030373","FBgn0031626","CG12721","CG15631","PPI: Curagen two-hybrid","-.2366",".42"
"FBgn0030373","FBgn0039860","CG12721","CG1792","PPI: Curagen two-hybrid",".7045",".443"
"FBgn0030373","FBgn0033691","CG12721","CG8860","PPI: Curagen two-hybrid",".1498",".325"
"FBgn0030373","FBgn0030624","CG12721","CG9106","PPI: Curagen two-hybrid","-.2176",".414"
"FBgn0030373","FBgn0041605","CG12721","cpx","PPI: Curagen two-hybrid","-.3991",".357"
"FBgn0030373","FBgn0033690","CG12721","EndoG","PPI: Curagen two-hybrid",".3375",".262"
"FBgn0030373","FBgn0011277","CG12721","HLH4C","PPI: Curagen two-hybrid","-.1538",".384"
"FBgn0030373","FBgn0003942","CG12721","RpS27A","PPI: Curagen two-hybrid","-.2011",".211"
"FBgn0030373","FBgn0040011","CG12721","Slmap","PPI: Curagen two-hybrid",".4147",".444"
"FBgn0030373","FBgn0040060","CG12721","yip7","PPI: Curagen two-hybrid","-.1337",".409"
"FBgn0029816","FBgn0032658","CG12729","CG5681","PPI: Curagen two-hybrid",".757",".426"
"FBgn0035476","FBgn0043792","CG12766","CG30427","PPI: Curagen two-hybrid","-.0232",".414"
"FBgn0035476","FBgn0036986","CG12766","CG5282","PPI: Curagen two-hybrid",".1396",".419"
"FBgn0035476","FBgn0267433","CG12766","kl-5","PPI: Curagen two-hybrid","-.0693",".379"
"FBgn0037779","FBgn0042213","CG12811","CG18731","PPI: Curagen two-hybrid","-.0115",".408"
"FBgn0037779","FBgn0264815","CG12811","Pde1c","PPI: Curagen two-hybrid",".0137",".419"
"FBgn0033512","FBgn0033884","CG12902","CG13344","PPI: Finley lab two-hybrid","-.012",".384"
"FBgn0033512","FBgn0039149","CG12902","CG18428","PPI: Finley lab two-hybrid","-.1729",".379"
"FBgn0250840","FBgn0250789","CG12907","alpha-Spec","PPI: Curagen two-hybrid","-.3947",".349"
"FBgn0037753","FBgn0038547","CG12947","CG17803","PPI: Finley lab two-hybrid",".0923",".418"
"FBgn0037753","FBgn0042102","CG12947","CG18745","PPI: Finley lab two-hybrid","-.2304",".451"
"FBgn0037753","FBgn0037794","CG12947","CG6254","PPI: Finley lab two-hybrid",".0649",".384"
"FBgn0037753","FBgn0038123","CG12947","CG8508","PPI: Finley lab two-hybrid",".1534",".383"
"FBgn0037753","FBgn0040368","CG12947","eIF4E7","PPI: Finley lab two-hybrid",".1499",".196"
"FBgn0037753","FBgn0259171","CG12947","Pde9","PPI: Finley lab two-hybrid","-.0011",".392"
"FBgn0037753","FBgn0263289","CG12947","scrib","PPI: Finley lab two-hybrid",".069",".401"
"FBgn0030881","FBgn0035210","CG12985","msd5","PPI: Curagen two-hybrid","-.0699",".408"
"FBgn0030881","FBgn0052226","CG12985","Pex23","PPI: Curagen two-hybrid","-.2631",".406"
"FBgn0036679","FBgn0037714","CG13022","CG9396","PPI: Curagen two-hybrid","-.1063",".386"
"FBgn0036655","FBgn0037770","CG13031","Art4","PPI: Curagen two-hybrid",".0443",".38"
"FBgn0036596","FBgn0262975","CG13045","cnc","PPI: Curagen two-hybrid","-.0755",".403"
"FBgn0036567","FBgn0001091","CG13074","Gapdh1","PPI: Curagen two-hybrid","-.2713",".251"
"FBgn0036567","FBgn0028697","CG13074","RpL15","PPI: Curagen two-hybrid","-.4252",".525"
"FBgn0036567","FBgn0002607","CG13074","RpL19","PPI: Curagen two-hybrid","-.4209",".223"
"FBgn0036567","FBgn0066084","CG13074","RpL41","PPI: Curagen two-hybrid","-.3357",".404"
"FBgn0032789","FBgn0040684","CG13083","CG12589","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1349",".421"
"FBgn0032788","FBgn0022740","CG13084","HLH54F","PPI: Curagen two-hybrid","-.2265",".426"
"FBgn0032140","FBgn0031850","CG13117","Tsp","PPI: Curagen two-hybrid","-.0341",".379"
"FBgn0032175","FBgn0000541","CG13131","E(bx)","PPI: Curagen two-hybrid","-.1892",".425"
"FBgn0032211","FBgn0038115","CG13138","CG7966","PPI: Curagen two-hybrid","-.1983",".399"
