"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0028970","FBgn0036152","betaggt-II","CG6175","PPI: Curagen two-hybrid","-.0045",".43"
"FBgn0028970","FBgn0038089","betaggt-II","d-cup","PPI: Curagen two-hybrid","-.2777",".404"
"FBgn0000180","FBgn0031450","bib","Hrs","PPI: From other databases","-.0094",".391"
"FBgn0031696","FBgn0032405","Bub1","firl","PPI: Curagen two-hybrid","-.1698",".322"
"FBgn0263855","FBgn0029708","BubR1","CG3556","PPI: Curagen two-hybrid",".098",".327"
"FBgn0032078","FBgn0037447","C1GalTA","Neurochondrin","PPI: Curagen two-hybrid","-.093",".402"
"FBgn0031114","FBgn0028919","cactin","CG16865","PPI: Curagen two-hybrid",".7772",".396"
"FBgn0000253","FBgn0028857","Cam","CG12448","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1875",".33"
"FBgn0015614","FBgn0000077","CanB2","amx","PPI: Finley lab two-hybrid",".3528",".364"
"FBgn0011573","FBgn0040769","Cdc37","CG12431","PPI: Finley lab two-hybrid","-",".391"
"FBgn0011573","FBgn0086679","Cdc37","p","PPI: Finley lab two-hybrid",".4709",".421"
"FBgn0004106","FBgn0000075","Cdk1","amd","PPI: Finley lab two-hybrid","-.1102",".283"
"FBgn0004107","FBgn0033177","Cdk2","CG11141","PPI: Finley lab two-hybrid|PPI: From other databases",".22",".313"
"FBgn0026141","FBgn0030191","Cdlc2","CG15306","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9782",".328"
"FBgn0035168","FBgn0036985","cep290","zye","PPI: Curagen two-hybrid","-.0987",".421"
"FBgn0031575","FBgn0036581","Cep97","MED10","PPI: Curagen two-hybrid","-.1231",".283"
"FBgn0032785","FBgn0035241","CG10026","CG12105","PPI: Finley lab two-hybrid|PPI: From other databases",".0197",".372"
"FBgn0032785","FBgn0052199","CG10026","CG32199","PPI: Finley lab two-hybrid|PPI: From other databases","-.0957",".351"
"FBgn0037490","FBgn0039376","CG10053","CG14354","PPI: Curagen two-hybrid",".7281",".441"
"FBgn0037490","FBgn0031626","CG10053","CG15631","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".7197",".406"
"FBgn0037490","FBgn0011277","CG10053","HLH4C","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0902",".384"
"FBgn0037490","FBgn0052190","CG10053","NUCB1","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".2187",".408"
"FBgn0037490","FBgn0283473","CG10053","S6KL","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1191",".404"
"FBgn0032801","FBgn0086687","CG10165","Desat1","PPI: Finley lab two-hybrid",".2216",".356"
"FBgn0039083","FBgn0013749","CG10177","Arf102F","PPI: Curagen two-hybrid","-.2878",".36"
"FBgn0039118","FBgn0036734","CG10208","CG7564","PPI: Curagen two-hybrid","-.0841",".355"
"FBgn0039106","FBgn0031134","CG10301","CG1314","PPI: Curagen two-hybrid","-.3898",".422"
"FBgn0032827","FBgn0035505","CG10481","Teh2","PPI: Finley lab two-hybrid",".2032",".335"
"FBgn0039323","FBgn0034514","CG10559","CG13427","PPI: Curagen two-hybrid","-.3892",".396"
"FBgn0036377","FBgn0260857","CG10710","Bet1","PPI: Curagen two-hybrid","-.0752",".334"
"FBgn0036377","FBgn0036992","CG10710","CG11796","PPI: Curagen two-hybrid",".1738",".423"
"FBgn0036377","FBgn0036274","CG10710","CG4328","PPI: Curagen two-hybrid",".2773",".402"
"FBgn0036377","FBgn0020496","CG10710","CtBP","PPI: Curagen two-hybrid","-.2134",".378"
"FBgn0036377","FBgn0032812","CG10710","Hakai","PPI: Curagen two-hybrid","-.2003",".416"
"FBgn0036377","FBgn0032455","CG10710","Pih1D1","PPI: Curagen two-hybrid","-.4874",".378"
"FBgn0034356","FBgn0039598","CG10924","aqrs","PPI: Curagen two-hybrid","-.0663",".362"
"FBgn0034539","FBgn0011289","CG11159","TfIIA-L","PPI: Curagen two-hybrid","-.0859",".328"
"FBgn0037120","FBgn0259145","CG11247","CG42260","PPI: Curagen two-hybrid","-.1869",".421"
"FBgn0037115","FBgn0038008","CG11249","CG3942","PPI: Curagen two-hybrid",".9971",".455"
"FBgn0030056","FBgn0023516","CG11284","Pex5","PPI: Curagen two-hybrid",".1047",".44"
"FBgn0031849","FBgn0037415","CG11327","Osi8","PPI: Curagen two-hybrid",".2937",".36"
"FBgn0037169","FBgn0035321","CG11404","CG1275","PPI: Curagen two-hybrid",".2801",".371"
"FBgn0035359","FBgn0028509","CG1143","CenG1A","PPI: Finley lab two-hybrid|PPI: From other databases","-.3296",".329"
"FBgn0035359","FBgn0039380","CG1143","CG5890","PPI: Finley lab two-hybrid|PPI: From other databases",".1438",".426"
"FBgn0035424","FBgn0038958","CG11505","CG13857","PPI: Curagen two-hybrid",".0318",".388"
"FBgn0030540","FBgn0036591","CG11581","CG13050","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0576",".394"
"FBgn0030540","FBgn0034973","CG11581","CG13564","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1342",".376"
"FBgn0030540","FBgn0000533","CG11581","ea","PPI: Curagen two-hybrid",".1498",".383"
"FBgn0030540","FBgn0031701","CG11581","TotM","PPI: Curagen two-hybrid","-.1128",".405"
"FBgn0031244","FBgn0039212","CG11601","Syx18","PPI: Curagen two-hybrid",".3058",".383"
"FBgn0038109","FBgn0035099","CG11656","CG6845","PPI: Curagen two-hybrid",".0181",".372"
"FBgn0038109","FBgn0037679","CG11656","CG8866","PPI: Curagen two-hybrid","-.1645",".37"
"FBgn0037563","FBgn0262057","CG11672","Spn77Ba","PPI: Curagen two-hybrid",".0693",".389"
"FBgn0036156","FBgn0039311","CG11726","CG10513","PPI: Curagen two-hybrid",".1929",".367"
"FBgn0039264","FBgn0032685","CG11786","CG10211","PPI: Curagen two-hybrid",".326",".453"
"FBgn0039264","FBgn0029873","CG11786","CG3918","PPI: Curagen two-hybrid","-.0422",".359"
"FBgn0035429","FBgn0263995","CG12017","cpo","PPI: Curagen two-hybrid","-.0001",".347"
"FBgn0033280","FBgn0030507","CG12126","CG11164","PPI: Curagen two-hybrid","-.3075",".414"
"FBgn0033280","FBgn0086908","CG12126","egg","PPI: Curagen two-hybrid","-.234",".495"
"FBgn0033280","FBgn0001942","CG12126","eIF4A","PPI: Curagen two-hybrid","-.5135",".216"
"FBgn0033280","FBgn0036895","CG12126","ms(3)76Cc","PPI: Curagen two-hybrid",".9793",".46"
"FBgn0033280","FBgn0011754","CG12126","PhKgamma","PPI: Curagen two-hybrid",".7005",".406"
"FBgn0033280","FBgn0002593","CG12126","RpLP1","PPI: Curagen two-hybrid","-.6444",".257"
"FBgn0033280","FBgn0014028","CG12126","SdhB","PPI: Curagen two-hybrid",".1945",".369"
"FBgn0031022","FBgn0037470","CG12204","Tailor","PPI: Curagen two-hybrid",".3067",".37"
"FBgn0036160","FBgn0038134","CG12289","wntD","PPI: Curagen two-hybrid","-.1041",".471"
"FBgn0030676","FBgn0264954","CG12379","fd3F","PPI: Curagen two-hybrid",".449",".367"
"FBgn0037769","FBgn0031089","CG12419","CG9572","PPI: Curagen two-hybrid","-.1573",".368"
"FBgn0039543","FBgn0030740","CG12428","CG9917","PPI: Curagen two-hybrid",".2879",".442"
"FBgn0029952","FBgn0036193","CG12689","CG14135","PPI: Finley lab two-hybrid","-.1377",".415"
"FBgn0037506","FBgn0040972","CG1287","CG16978","PPI: Finley lab two-hybrid",".4331",".4"
"FBgn0037506","FBgn0259238","CG1287","CG42336","PPI: Finley lab two-hybrid","-.2535",".391"
"FBgn0037506","FBgn0037807","CG1287","CG6293","PPI: Finley lab two-hybrid","-.0726",".373"
"FBgn0033512","FBgn0250845","CG12902","CG1288","PPI: Finley lab two-hybrid",".9968",".488"
"FBgn0033541","FBgn0014141","CG12934","cher","PPI: Curagen two-hybrid",".1335",".39"
"FBgn0033541","FBgn0000559","CG12934","eEF2","PPI: Curagen two-hybrid","-.0512",".227"
"FBgn0033541","FBgn0038578","CG12934","MED17","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.3272",".33"
"FBgn0033541","FBgn0011826","CG12934","Pp2B-14D","PPI: Curagen two-hybrid","-.1597",".375"
"FBgn0030881","FBgn0037570","CG12985","CG11693","PPI: Curagen two-hybrid",".2411",".423"
"FBgn0036677","FBgn0034501","CG13023","CG13868","PPI: Curagen two-hybrid","-.1406",".402"
"FBgn0036677","FBgn0020503","CG13023","CLIP-190","PPI: Curagen two-hybrid",".0103",".372"
"FBgn0036596","FBgn0031244","CG13045","CG11601","PPI: Curagen two-hybrid","-.1316",".369"
"FBgn0036592","FBgn0031579","CG13049","CG15422","PPI: Curagen two-hybrid",".0041",".421"
"FBgn0036591","FBgn0003961","CG13050","Uro","PPI: Curagen two-hybrid","-.1168",".431"
"FBgn0032804","FBgn0027657","CG13081","glob1","PPI: Curagen two-hybrid","-.2503",".395"
"FBgn0033627","FBgn0037890","CG13204","CG17734","PPI: Curagen two-hybrid","-.4066",".434"
"FBgn0033627","FBgn0035792","CG13204","CG7548","PPI: Curagen two-hybrid","-.1463",".43"
"FBgn0033627","FBgn0034499","CG13204","Cpr56F","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1128",".408"
"FBgn0033627","FBgn0261403","CG13204","sxc","PPI: Curagen two-hybrid",".2769",".399"
"FBgn0036979","FBgn0030881","CG13247","CG12985","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.2323",".385"
"FBgn0035677","FBgn0036152","CG13293","CG6175","PPI: Curagen two-hybrid","-.044",".424"
"FBgn0029531","FBgn0261278","CG13362","grp","PPI: Curagen two-hybrid","-",".333"
"FBgn0029531","FBgn0034986","CG13362","mRpS17","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".2082",".409"
"FBgn0029531","FBgn0261403","CG13362","sxc","PPI: Curagen two-hybrid",".3447",".367"
"FBgn0029522","FBgn0038089","CG13373","d-cup","PPI: Finley lab two-hybrid","-.051",".418"
"FBgn0033202","FBgn0027598","CG1339","cindr","PPI: Curagen two-hybrid",".2087",".353"
"FBgn0033202","FBgn0025836","CG1339","RhoGAP1A","PPI: Curagen two-hybrid",".2622",".42"
"FBgn0035097","FBgn0036606","CG13405","CG13060","PPI: Curagen two-hybrid","-.1435",".359"
"FBgn0038931","FBgn0039195","CG13407","CG17782","PPI: Curagen two-hybrid",".3739",".4"
"FBgn0034899","FBgn0053995","CG13560","CG33995","PPI: Finley lab two-hybrid","-.1718",".346"
"FBgn0034899","FBgn0037447","CG13560","Neurochondrin","PPI: Finley lab two-hybrid","-.0351",".376"
"FBgn0039128","FBgn0030614","CG13599","CG9072","PPI: Finley lab two-hybrid|PPI: From other databases","-.035",".331"
"FBgn0039128","FBgn0011770","CG13599","Gip","PPI: Curagen two-hybrid","-.2969",".447"
"FBgn0039128","FBgn0025777","CG13599","homer","PPI: Curagen two-hybrid",".7169",".425"
"FBgn0039128","FBgn0039348","CG13599","Npl4","PPI: Finley lab two-hybrid|PPI: From other databases","-.092",".343"
"FBgn0039177","FBgn0027378","CG13611","MRG15","PPI: Curagen two-hybrid","-.3606",".323"
"FBgn0033372","FBgn0033154","CG13742","CG1850","PPI: Curagen two-hybrid","-.1003",".444"
"FBgn0033372","FBgn0036274","CG13742","CG4328","PPI: Curagen two-hybrid","-.1308",".408"
"FBgn0033372","FBgn0037876","CG13742","CG4820","PPI: Curagen two-hybrid",".665",".434"
"FBgn0033372","FBgn0034314","CG13742","nopo","PPI: Curagen two-hybrid",".6111",".442"
"FBgn0033372","FBgn0025334","CG13742","PHDP","PPI: Curagen two-hybrid","-.0924",".389"
"FBgn0033372","FBgn0035103","CG13742","Vdup1","PPI: Curagen two-hybrid","-.2954",".364"
"FBgn0038958","FBgn0040900","CG13857","CG17777","PPI: Curagen two-hybrid","-.0183",".424"
"FBgn0032824","FBgn0034661","CG13962","CG4386","PPI: Curagen two-hybrid","-.0406",".386"
"FBgn0032851","FBgn0052190","CG13970","NUCB1","PPI: Finley lab two-hybrid","-.1103",".36"
"FBgn0031756","FBgn0035792","CG13992","CG7548","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1513",".404"
"FBgn0029603","FBgn0053017","CG14053","CG33017","PPI: Curagen two-hybrid",".9593",".521"
"FBgn0029603","FBgn0053144","CG14053","CG33144","PPI: Curagen two-hybrid",".1629",".421"
"FBgn0029603","FBgn0046301","CG14053","CG7148","PPI: Curagen two-hybrid",".117",".418"
"FBgn0029603","FBgn0032878","CG14053","CG9316","PPI: Curagen two-hybrid",".9716",".359"
"FBgn0029603","FBgn0001208","CG14053","Hn","PPI: Curagen two-hybrid",".1369",".391"
"FBgn0029603","FBgn0086707","CG14053","ncm","PPI: Curagen two-hybrid","-.2789",".385"
"FBgn0029603","FBgn0030718","CG14053","ND-20","PPI: Curagen two-hybrid","-.4167",".348"
"FBgn0029603","FBgn0260934","CG14053","par-1","PPI: Curagen two-hybrid","-.2173",".355"
"FBgn0029603","FBgn0013725","CG14053","phyl","PPI: Curagen two-hybrid","-.1949",".408"
"FBgn0036321","FBgn0014857","CG14120","His3.3A","PPI: Curagen two-hybrid","-.2071",".234"
"FBgn0031061","FBgn0035983","CG14232","CG4080","PPI: Curagen two-hybrid",".1526",".441"
"FBgn0040553","FBgn0033971","CG14374","CG10209","PPI: Curagen two-hybrid","-.3659",".364"
"FBgn0039407","FBgn0033069","CG14544","eIF3f2","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.3663",".372"
"FBgn0039395","FBgn0002561","CG14546","l(1)sc","PPI: Finley lab two-hybrid|PPI: From other databases","-.1407",".335"
"FBgn0039395","FBgn0010607","CG14546","l(2)05714","PPI: Finley lab two-hybrid|PPI: From other databases","-.27",".363"
"FBgn0039408","FBgn0026324","CG14551","Taf10b","PPI: Curagen two-hybrid",".014",".337"
"FBgn0037127","FBgn0030507","CG14566","CG11164","PPI: Curagen two-hybrid","-.0629",".376"
"FBgn0037127","FBgn0000615","CG14566","exu","PPI: Curagen two-hybrid","-.0671",".389"
"FBgn0037126","FBgn0000064","CG14567","Ald","PPI: Curagen two-hybrid","-.1547",".395"
"FBgn0037126","FBgn0030846","CG14567","CG12992","PPI: Curagen two-hybrid",".1558",".405"
"FBgn0037123","FBgn0035021","CG14569","CG4622","PPI: Curagen two-hybrid","-.1313",".371"
"FBgn0040687","FBgn0050403","CG14645","CG30403","PPI: Curagen two-hybrid",".0187",".46"
"FBgn0037910","FBgn0085417","CG14708","natalisin","PPI: Curagen two-hybrid",".0334",".516"
"FBgn0037942","FBgn0042102","CG14721","CG18745","PPI: Finley lab two-hybrid","-.0911",".461"
"FBgn0037987","FBgn0025463","CG14739","Bap60","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.3453",".341"
"FBgn0037987","FBgn0031626","CG14739","CG15631","PPI: Curagen two-hybrid",".9732",".429"
"FBgn0037987","FBgn0036311","CG14739","CG17666","PPI: Curagen two-hybrid",".9921",".435"
"FBgn0037987","FBgn0039860","CG14739","CG1792","PPI: Curagen two-hybrid","-.1911",".409"
"FBgn0037987","FBgn0030624","CG14739","CG9106","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9968",".406"
"FBgn0037987","FBgn0011277","CG14739","HLH4C","PPI: Curagen two-hybrid","-.1281",".379"
"FBgn0025393","FBgn0010411","CG14795","RpS18","PPI: Curagen two-hybrid","-.072",".265"
"FBgn0023513","FBgn0031365","CG14803","CG17650","PPI: Curagen two-hybrid","-.1582",".372"
"FBgn0023513","FBgn0260747","CG14803","CG5010","PPI: Curagen two-hybrid","-.4308",".419"
"FBgn0023513","FBgn0030679","CG14803","CG8206","PPI: Curagen two-hybrid","-.4143",".406"
"FBgn0023513","FBgn0001942","CG14803","eIF4A","PPI: Curagen two-hybrid",".1998",".269"
"FBgn0023513","FBgn0039678","CG14803","Obp99a","PPI: Curagen two-hybrid",".0192",".376"
"FBgn0023513","FBgn0032059","CG14803","PrBP","PPI: Curagen two-hybrid",".4616",".421"
"FBgn0023513","FBgn0261606","CG14803","RpL27A","PPI: Curagen two-hybrid",".2189",".265"
"FBgn0035797","FBgn0029880","CG14837","CG14443","PPI: Curagen two-hybrid","-",".426"
"FBgn0038280","FBgn0025286","CG14861","RpL31","PPI: Curagen two-hybrid","-.6235",".254"
"FBgn0038311","FBgn0030437","CG14864","hec","PPI: Curagen two-hybrid",".0153",".391"
"FBgn0038330","FBgn0025336","CG14868","CG4882","PPI: Curagen two-hybrid","-.2114",".415"
"FBgn0035547","FBgn0028542","CG15022","NimB4","PPI: Curagen two-hybrid",".4383",".426"
"FBgn0034391","FBgn0035737","CG15080","Cpr65Ec","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0595",".439"
"FBgn0034390","FBgn0034898","CG15093","CG18128","PPI: Curagen two-hybrid","-.1411",".418"
"FBgn0034416","FBgn0038017","CG15109","CG4115","PPI: Curagen two-hybrid","-.1828",".353"
"FBgn0034416","FBgn0003714","CG15109","tko","PPI: Curagen two-hybrid","-.5232",".386"
"FBgn0032625","FBgn0030258","CG15136","CG1552","PPI: Curagen two-hybrid",".2212",".371"
"FBgn0032740","FBgn0040206","CG15172","krz","PPI: Curagen two-hybrid","-.3364",".334"
"FBgn0037461","FBgn0030740","CG15177","CG9917","PPI: Curagen two-hybrid",".0375",".415"
"FBgn0030270","FBgn0035817","CG15199","CG7409","PPI: Curagen two-hybrid",".3862",".398"
"FBgn0040850","FBgn0284245","CG15210","eEF1alpha1","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".1445",".128"
"FBgn0029681","FBgn0002863","CG15239","Acp95EF","PPI: Curagen two-hybrid","-.1388",".439"
"FBgn0029681","FBgn0038515","CG15239","CG5823","PPI: Curagen two-hybrid","-.2512",".358"
"FBgn0030191","FBgn0053523","CG15306","CG33523","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".6015",".41"
"FBgn0030107","FBgn0028542","CG15370","NimB4","PPI: Curagen two-hybrid",".39",".404"
"FBgn0031393","FBgn0029133","CG15382","REG","PPI: Curagen two-hybrid",".2126",".345"
"FBgn0031504","FBgn0034758","CG15403","CG13510","PPI: Curagen two-hybrid","-.0378",".38"
"FBgn0031610","FBgn0032472","CG15436","CG9928","PPI: Curagen two-hybrid",".051",".363"
"FBgn0031607","FBgn0039600","CG15440","CG1646","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: DPiM coAP complex",".8151",".507"
"FBgn0031607","FBgn0086605","CG15440","CG9853","PPI: Curagen two-hybrid",".7002",".423"
"FBgn0037420","FBgn0040371","CG15597","CG12470","PPI: Curagen two-hybrid","-.1126",".489"
"FBgn0037420","FBgn0038829","CG15597","CG17271","PPI: Curagen two-hybrid",".1084",".415"
"FBgn0039855","FBgn0037549","CG1638","CG7878","PPI: Curagen two-hybrid",".0911",".407"
"FBgn0039855","FBgn0051961","CG1638","TBCC","PPI: Curagen two-hybrid","-.3108",".383"
"FBgn0030481","FBgn0036643","CG1662","Syx8","PPI: Finley lab two-hybrid|PPI: From other databases",".0803",".342"
"FBgn0036029","FBgn0029514","CG16719","312","PPI: Curagen two-hybrid",".0487",".37"
"FBgn0029820","FBgn0025336","CG16721","CG4882","PPI: Curagen two-hybrid","-.3171",".42"
"FBgn0035343","FBgn0039380","CG16762","CG5890","PPI: Finley lab two-hybrid","-.1119",".389"
"FBgn0032505","FBgn0033715","CG16826","CG8490","PPI: Curagen two-hybrid","-.1456",".418"
"FBgn0031816","FBgn0003174","CG16947","pwn","PPI: Curagen two-hybrid",".5234",".455"
"FBgn0032481","FBgn0035370","CG16972","Non2","PPI: Curagen two-hybrid","-.1575",".291"
"FBgn0035355","FBgn0000180","CG16985","bib","PPI: Curagen two-hybrid","-.128",".409"
"FBgn0033783","FBgn0033970","CG17019","CG10205","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0706",".412"
"FBgn0035584","FBgn0267821","CG17030","da","PPI: Curagen two-hybrid","-.2227",".347"
"FBgn0028895","FBgn0028542","CG17328","NimB4","PPI: Curagen two-hybrid","-.2551",".41"
"FBgn0032774","FBgn0036847","CG17549","CG11577","PPI: Curagen two-hybrid","-.3447",".421"
"FBgn0032774","FBgn0038815","CG17549","CG5466","PPI: Curagen two-hybrid","-.3258",".376"
"FBgn0032763","FBgn0015541","CG17568","sda","PPI: Curagen two-hybrid","-.4572",".389"
"FBgn0031195","FBgn0031579","CG17600","CG15422","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.331",".386"
"FBgn0031195","FBgn0000412","CG17600","D1","PPI: Curagen two-hybrid",".4885",".406"
"FBgn0036311","FBgn0028542","CG17666","NimB4","PPI: Curagen two-hybrid","-.1534",".428"
"FBgn0037880","FBgn0038466","CG17726","CG8907","PPI: Curagen two-hybrid","-.1131",".367"
"FBgn0037880","FBgn0085410","CG17726","TrissinR","PPI: Curagen two-hybrid",".2915",".639"
"FBgn0035730","FBgn0025336","CG17744","CG4882","PPI: Curagen two-hybrid","-.4178",".408"
"FBgn0036227","FBgn0263911","CG17826","COX8","PPI: Curagen two-hybrid",".0471",".413"
"FBgn0033199","FBgn0035217","CG17985","FucTD","PPI: Curagen two-hybrid","-.2546",".371"
"FBgn0039761","FBgn0039071","CG18404","bb8","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".3036",".339"
"FBgn0034326","FBgn0051326","CG18540","CG31326","PPI: Curagen two-hybrid",".6043",".395"
"FBgn0034279","FBgn0038947","CG18635","Sar1","PPI: Curagen two-hybrid","-.1269",".346"
"FBgn0027561","FBgn0042133","CG18659","CG18810","PPI: Curagen two-hybrid",".5927",".388"
"FBgn0040628","FBgn0002921","CG18672","Atpalpha","PPI: Curagen two-hybrid",".3254",".37"
"FBgn0039887","FBgn0031343","CG2053","CG18131","PPI: Curagen two-hybrid",".9565",".426"
"FBgn0030003","FBgn0036592","CG2116","CG13049","PPI: Curagen two-hybrid","-.0933",".385"
"FBgn0027544","FBgn0040529","CG2217","COX7A","PPI: Curagen two-hybrid","-.0381",".259"
"FBgn0014931","FBgn0265597","CG2678","rad","PPI: Curagen two-hybrid","-.1516",".403"
"FBgn0030189","FBgn0050417","CG2909","tbrd-3","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".3315",".372"
"FBgn0050089","FBgn0001280","CG30089","janA","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".1662",".401"
"FBgn0037519","FBgn0011260","CG3014","Sema2a","PPI: Curagen two-hybrid","-.3313",".344"
"FBgn0050161","FBgn0025676","CG30161","CkIIalpha-i3","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".1463",".41"
"FBgn0050161","FBgn0038979","CG30161","tHMG2","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9682",".255"
"FBgn0040337","FBgn0037518","CG3021","CG2641","PPI: Curagen two-hybrid","-.3027",".391"
"FBgn0023524","FBgn0038292","CG3078","CG3987","PPI: Curagen two-hybrid","-.02",".368"
"FBgn0034816","FBgn0053126","CG3085","NLaz","PPI: Curagen two-hybrid",".1791",".234"
"FBgn0051122","FBgn0267585","CG31122","CR45923","PPI: Curagen two-hybrid",".4908",".444"
"FBgn0051826","FBgn0032485","CG31826","CG9426","PPI: Curagen two-hybrid","-.0406",".404"
"FBgn0051826","FBgn0015803","CG31826","RtGEF","PPI: Curagen two-hybrid","-.2534",".357"
"FBgn0038210","FBgn0040371","CG3199","CG12470","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9851",".499"
"FBgn0038210","FBgn0001139","CG3199","gro","PPI: Curagen two-hybrid","-.3143",".376"
"FBgn0038210","FBgn0032401","CG3199","Plzf","PPI: Curagen two-hybrid","-.1242",".407"
"FBgn0038210","FBgn0034744","CG3199","Vps20","PPI: Curagen two-hybrid","-.1475",".401"
"FBgn0052201","FBgn0034967","CG32201","eEF5","PPI: Curagen two-hybrid","-.1672",".361"
"FBgn0029882","FBgn0030801","CG3226","Rcp","PPI: Finley lab two-hybrid",".7176",".409"
"FBgn0052772","FBgn0033755","CG32772","ClC-b","PPI: Curagen two-hybrid",".5078",".457"
