"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0034774","FBgn0039434","CG13526","TwdlM","PPI: Curagen two-hybrid","-.172",".415"
"FBgn0034899","FBgn0034901","CG13560","CG11300","PPI: Finley lab two-hybrid",".9359",".419"
"FBgn0039135","FBgn0004045","CG13603","Yp1","PPI: Curagen two-hybrid",".1119",".4"
"FBgn0039170","FBgn0031990","CG13609","PAPLA1","PPI: Curagen two-hybrid",".0913",".409"
"FBgn0039170","FBgn0026192","CG13609","par-6","PPI: Curagen two-hybrid",".3288",".38"
"FBgn0039217","FBgn0035550","CG13627","CG11349","PPI: Curagen two-hybrid","-.1454",".436"
"FBgn0035859","FBgn0038217","CG13678","CG14840","PPI: Curagen two-hybrid","-.08",".471"
"FBgn0039041","FBgn0039710","CG13838","dgt1","PPI: Curagen two-hybrid","-.2258",".416"
"FBgn0039028","FBgn0051924","CG13840","CG31924","PPI: Curagen two-hybrid",".0775",".414"
"FBgn0031650","FBgn0039135","CG14044","CG13603","PPI: Curagen two-hybrid","-.2842",".378"
"FBgn0032312","FBgn0038248","CG14071","CG7886","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9928",".346"
"FBgn0036861","FBgn0033942","CG14089","Cpr51A","PPI: Curagen two-hybrid","-.0074",".404"
"FBgn0031037","FBgn0259736","CG14207","CG42390","PPI: Curagen two-hybrid",".4363",".363"
"FBgn0029919","FBgn0042102","CG14432","CG18745","PPI: Finley lab two-hybrid","0",".464"
"FBgn0029919","FBgn0052447","CG14432","CG32447","PPI: Finley lab two-hybrid","0",".381"
"FBgn0029894","FBgn0267336","CG14440","Glut4EF","PPI: Finley lab two-hybrid",".1336",".502"
"FBgn0029894","FBgn0085432","CG14440","pan","PPI: Finley lab two-hybrid",".1501",".479"
"FBgn0039398","FBgn0031920","CG14540","CG6441","PPI: Curagen two-hybrid",".9958",".467"
"FBgn0037477","FBgn0026056","CG14610","Rlip","PPI: Curagen two-hybrid",".1262",".341"
"FBgn0037220","FBgn0278604","CG14641","dmt","PPI: Curagen two-hybrid",".5841",".474"
"FBgn0037317","FBgn0030314","CG14667","CG11696","PPI: Curagen two-hybrid",".7402",".456"
"FBgn0023513","FBgn0260747","CG14803","CG5010","PPI: Curagen two-hybrid","-.4308",".419"
"FBgn0035718","FBgn0039368","CG14820","CG17196","PPI: Curagen two-hybrid","-.129",".361"
"FBgn0035718","FBgn0040609","CG14820","CG3348","PPI: Curagen two-hybrid",".3437",".415"
"FBgn0038217","FBgn0011273","CG14840","Acam","PPI: Curagen two-hybrid",".9946",".33"
"FBgn0038217","FBgn0037060","CG14840","CG10508","PPI: Curagen two-hybrid",".4263",".428"
"FBgn0038217","FBgn0036311","CG14840","CG17666","PPI: Curagen two-hybrid",".9665",".428"
"FBgn0038217","FBgn0034033","CG14840","CG8204","PPI: Curagen two-hybrid",".7971",".483"
"FBgn0038217","FBgn0035993","CG14840","Nf-YA","PPI: Curagen two-hybrid","-.1803",".421"
"FBgn0038217","FBgn0034259","CG14840","P32","PPI: Curagen two-hybrid","-.4408",".376"
"FBgn0038455","FBgn0031108","CG14907","CG15459","PPI: Curagen two-hybrid","-.1607",".409"
"FBgn0038455","FBgn0015024","CG14907","CkIalpha","PPI: Curagen two-hybrid","-.227",".423"
"FBgn0038455","FBgn0010438","CG14907","mtSSB","PPI: Curagen two-hybrid",".088",".425"
"FBgn0038455","FBgn0004574","CG14907","Rop","PPI: Curagen two-hybrid","-.2198",".391"
"FBgn0034416","FBgn0039702","CG15109","Vps16B","PPI: Curagen two-hybrid",".0364",".366"
"FBgn0032625","FBgn0023197","CG15136","Jon74E","PPI: Curagen two-hybrid","-.0391",".358"
"FBgn0032663","FBgn0034674","CG15153","CG9304","PPI: Curagen two-hybrid","-.0085",".337"
"FBgn0032663","FBgn0284245","CG15153","eEF1alpha1","PPI: Curagen two-hybrid",".0001",".1"
"FBgn0032663","FBgn0001091","CG15153","Gapdh1","PPI: Curagen two-hybrid","-.1164",".215"
"FBgn0032708","FBgn0037280","CG15166","CG1126","PPI: Finley lab two-hybrid","-",".404"
"FBgn0032708","FBgn0042102","CG15166","CG18745","PPI: Finley lab two-hybrid","-",".472"
"FBgn0032708","FBgn0036950","CG15166","CG6996","PPI: Finley lab two-hybrid","-",".414"
"FBgn0037461","FBgn0029990","CG15177","CG2233","PPI: Curagen two-hybrid",".1757",".413"
"FBgn0040941","FBgn0283479","CG15308","Alp1","PPI: Curagen two-hybrid",".6894",".3"
"FBgn0040941","FBgn0039929","CG15308","CG11076","PPI: Curagen two-hybrid","-.2623",".406"
"FBgn0040941","FBgn0036194","CG15308","CG11652","PPI: Curagen two-hybrid","-.2135",".382"
"FBgn0040941","FBgn0030181","CG15308","CG12645","PPI: Curagen two-hybrid","-.1741",".406"
"FBgn0040941","FBgn0037779","CG15308","CG12811","PPI: Curagen two-hybrid",".1434",".425"
"FBgn0040941","FBgn0033787","CG15308","CG13321","PPI: Curagen two-hybrid","-.0065",".454"
"FBgn0040941","FBgn0024983","CG15308","CG4293","PPI: Curagen two-hybrid","-.0359",".263"
"FBgn0040941","FBgn0030838","CG15308","CG5445","PPI: Curagen two-hybrid","-.0511",".394"
"FBgn0040941","FBgn0031769","CG15308","CG9135","PPI: Curagen two-hybrid","-.0723",".3"
"FBgn0040941","FBgn0035280","CG15308","Cpr62Bb","PPI: Curagen two-hybrid","-.1745",".379"
"FBgn0040941","FBgn0036617","CG15308","Cpr72Ea","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0976",".425"
"FBgn0040941","FBgn0015625","CG15308","CycB3","PPI: Curagen two-hybrid","-.1747",".324"
"FBgn0040941","FBgn0260746","CG15308","Ect3","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1236",".238"
"FBgn0040941","FBgn0036924","CG15308","hale","PPI: Curagen two-hybrid","-.132",".444"
"FBgn0040941","FBgn0001233","CG15308","Hsp83","PPI: Curagen two-hybrid",".1184",".188"
"FBgn0040941","FBgn0261565","CG15308","Lmpt","PPI: Curagen two-hybrid","-.0029",".406"
"FBgn0040941","FBgn0041789","CG15308","Pax","PPI: Curagen two-hybrid",".2506",".42"
"FBgn0040941","FBgn0033688","CG15308","Prp8","PPI: Curagen two-hybrid","-.0367",".308"
"FBgn0040941","FBgn0003410","CG15308","sina","PPI: Curagen two-hybrid","-.2826",".38"
"FBgn0040941","FBgn0259794","CG15308","sinah","PPI: Curagen two-hybrid","-.1373",".421"
"FBgn0034196","FBgn0028847","CG15605","CG9014","PPI: Curagen two-hybrid",".9947",".425"
"FBgn0034196","FBgn0027335","CG15605","Rip11","PPI: Curagen two-hybrid",".0872",".553"
"FBgn0034196","FBgn0003334","CG15605","Scm","PPI: Curagen two-hybrid","-.2001",".389"
"FBgn0030665","FBgn0030507","CG15646","CG11164","PPI: Curagen two-hybrid",".3564",".405"
"FBgn0030665","FBgn0031650","CG15646","CG14044","PPI: Curagen two-hybrid","-.1483",".411"
"FBgn0030665","FBgn0264894","CG15646","CG44085","PPI: Curagen two-hybrid","-.2891",".34"
"FBgn0030665","FBgn0000259","CG15646","CkIIbeta","PPI: Curagen two-hybrid",".1077",".341"
"FBgn0030665","FBgn0022023","CG15646","eIF3h","PPI: Curagen two-hybrid",".3852",".191"
"FBgn0030665","FBgn0034310","CG15646","Nup75","PPI: Curagen two-hybrid",".6877",".297"
"FBgn0030665","FBgn0034259","CG15646","P32","PPI: Curagen two-hybrid",".0967",".426"
"FBgn0030665","FBgn0030520","CG15646","Pdcd4","PPI: Curagen two-hybrid",".5116",".392"
"FBgn0030665","FBgn0267727","CG15646","Pen","PPI: Curagen two-hybrid",".0857",".385"
"FBgn0030665","FBgn0052226","CG15646","Pex23","PPI: Curagen two-hybrid",".3843",".424"
"FBgn0030665","FBgn0040080","CG15646","pins","PPI: Curagen two-hybrid",".7122",".413"
"FBgn0030665","FBgn0263832","CG15646","Rcd5","PPI: Curagen two-hybrid",".5172",".412"
"FBgn0030665","FBgn0029133","CG15646","REG","PPI: Curagen two-hybrid",".5986",".316"
"FBgn0030665","FBgn0005533","CG15646","RpS17","PPI: Curagen two-hybrid",".0921",".218"
"FBgn0029817","FBgn0037635","CG15764","CG9837","PPI: Curagen two-hybrid",".0798",".411"
"FBgn0029817","FBgn0039307","CG15764","CR13656","PPI: Curagen two-hybrid",".3672",".405"
"FBgn0029801","FBgn0004175","CG15771","Mst84Dd","PPI: Curagen two-hybrid","-.0886",".424"
"FBgn0015336","FBgn0030400","CG15865","CG11138","PPI: Curagen two-hybrid","-.0887",".405"
"FBgn0015336","FBgn0040359","CG15865","CG11380","PPI: Curagen two-hybrid","-.1133",".453"
"FBgn0015336","FBgn0036589","CG15865","CG13067","PPI: Curagen two-hybrid",".3589",".442"
"FBgn0015336","FBgn0038466","CG15865","CG8907","PPI: Curagen two-hybrid",".1119",".392"
"FBgn0015336","FBgn0038405","CG15865","CG8927","PPI: Curagen two-hybrid",".198",".422"
"FBgn0015336","FBgn0036617","CG15865","Cpr72Ea","PPI: Curagen two-hybrid",".2682",".403"
"FBgn0015336","FBgn0036134","CG15865","FoxK","PPI: Curagen two-hybrid","-.3332",".403"
"FBgn0015336","FBgn0032812","CG15865","Hakai","PPI: Curagen two-hybrid","-.2279",".433"
"FBgn0015336","FBgn0039731","CG15865","Sas-6","PPI: Curagen two-hybrid","-.1123",".413"
"FBgn0015336","FBgn0031957","CG15865","TwdlE","PPI: Curagen two-hybrid",".1179",".424"
"FBgn0035309","FBgn0023516","CG15879","Pex5","PPI: Curagen two-hybrid",".3146",".354"
"FBgn0029712","FBgn0036311","CG15912","CG17666","PPI: Curagen two-hybrid",".3596",".43"
"FBgn0029712","FBgn0030734","CG15912","CG9911","PPI: Curagen two-hybrid",".263",".407"
"FBgn0029712","FBgn0259896","CG15912","NimC1","PPI: Curagen two-hybrid","-.0534",".416"
"FBgn0034459","FBgn0036091","CG16716","CG18628","PPI: Curagen two-hybrid",".84",".369"
"FBgn0031082","FBgn0032127","CG17003","CG13114","PPI: Curagen two-hybrid","-.1319",".436"
"FBgn0031082","FBgn0062449","CG17003","CG13197","PPI: Curagen two-hybrid",".7673",".472"
"FBgn0031082","FBgn0027507","CG17003","CG1344","PPI: Curagen two-hybrid","-.4507",".417"
"FBgn0032281","FBgn0034105","CG17107","CG7755","PPI: Curagen two-hybrid","-.1047",".445"
"FBgn0038009","FBgn0283478","CG17738","und","PPI: Curagen two-hybrid","-.0343",".35"
"FBgn0033710","FBgn0040941","CG17739","CG15308","PPI: Curagen two-hybrid","-.1648",".415"
"FBgn0040900","FBgn0035768","CG17777","CG14834","PPI: Curagen two-hybrid",".0025",".424"
"FBgn0040900","FBgn0034094","CG17777","Tsf3","PPI: Curagen two-hybrid",".0027",".399"
"FBgn0033401","FBgn0050183","CG1968","CG30183","PPI: Curagen two-hybrid",".3977",".398"
"FBgn0033401","FBgn0035761","CG1968","RhoGEF4","PPI: Curagen two-hybrid",".2223",".42"
"FBgn0033286","FBgn0036311","CG2127","CG17666","PPI: Curagen two-hybrid",".9913",".472"
"FBgn0033286","FBgn0259896","CG2127","NimC1","PPI: Curagen two-hybrid","-.0072",".417"
"FBgn0039773","FBgn0036480","CG2224","Cep135","PPI: Curagen two-hybrid",".4801",".244"
"FBgn0029995","FBgn0013762","CG2256","Cdk5","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.2047",".358"
"FBgn0029995","FBgn0036617","CG2256","Cpr72Ea","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1204",".394"
"FBgn0029995","FBgn0031905","CG2256","gudu","PPI: Curagen two-hybrid",".0582",".425"
"FBgn0025838","FBgn0014269","CG2652","prod","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0821",".415"
"FBgn0025838","FBgn0003525","CG2652","stg","PPI: Curagen two-hybrid","-.2384",".325"
"FBgn0031462","FBgn0035021","CG2964","CG4622","PPI: Finley lab two-hybrid","-.0595",".39"
"FBgn0050183","FBgn0034460","CG30183","CG18367","PPI: Curagen two-hybrid","-.1269",".393"
"FBgn0050183","FBgn0020496","CG30183","CtBP","PPI: Curagen two-hybrid",".4161",".388"
"FBgn0050183","FBgn0011817","CG30183","nmo","PPI: Curagen two-hybrid",".5334",".405"
"FBgn0025612","FBgn0030014","CG3062","CG15337","PPI: Curagen two-hybrid",".996",".4"
"FBgn0051176","FBgn0038248","CG31176","CG7886","PPI: Curagen two-hybrid","-.0245",".372"
"FBgn0051431","FBgn0263120","CG31431","Acsl","PPI: Curagen two-hybrid","-.1316",".365"
"FBgn0051431","FBgn0001215","CG31431","Hrb98DE","PPI: Curagen two-hybrid",".4224",".294"
"FBgn0028539","FBgn0003676","CG31731","CCT1","PPI: Curagen two-hybrid","-.0166",".338"
"FBgn0028539","FBgn0038881","CG31731","CG16791","PPI: Curagen two-hybrid",".581",".419"
"FBgn0028539","FBgn0039052","CG31731","CG6733","PPI: Curagen two-hybrid","-.0184",".315"
"FBgn0028539","FBgn0000591","CG31731","E(spl)m8-HLH","PPI: Curagen two-hybrid",".089",".339"
"FBgn0028539","FBgn0037270","CG31731","eIF3f1","PPI: Curagen two-hybrid",".1971",".191"
"FBgn0028539","FBgn0022740","CG31731","HLH54F","PPI: Curagen two-hybrid",".3017",".388"
"FBgn0028539","FBgn0034650","CG31731","NC2alpha","PPI: Curagen two-hybrid",".2289",".384"
"FBgn0028539","FBgn0261593","CG31731","RpS10b","PPI: Curagen two-hybrid",".1776",".273"
"FBgn0028539","FBgn0010198","CG31731","RpS15Aa","PPI: Curagen two-hybrid","-",".228"
"FBgn0028539","FBgn0002622","CG31731","RpS3","PPI: Curagen two-hybrid",".1382",".217"
"FBgn0028539","FBgn0031957","CG31731","TwdlE","PPI: Curagen two-hybrid","-.0101",".378"
"FBgn0052086","FBgn0031306","CG32086","CG4577","PPI: Curagen two-hybrid",".1895",".378"
"FBgn0052103","FBgn0032870","CG32103","CG2608","PPI: Curagen two-hybrid","-.2417",".472"
"FBgn0052206","FBgn0030507","CG32206","CG11164","PPI: Curagen two-hybrid","-.1558",".325"
"FBgn0052206","FBgn0284221","CG32206","Sema5c","PPI: Curagen two-hybrid","-.0164",".366"
"FBgn0052354","FBgn0040524","CG32354","CG11052","PPI: Curagen two-hybrid",".1589",".409"
"FBgn0052369","FBgn0030665","CG32369","CG15646","PPI: Curagen two-hybrid","-.2338",".436"
"FBgn0052683","FBgn0036356","CG32683","CG10222","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.3805",".34"
"FBgn0052736","FBgn0030421","CG32736","CG3812","PPI: Curagen two-hybrid",".4137",".299"
"FBgn0040609","FBgn0003124","CG3348","polo","PPI: Curagen two-hybrid","-.3389",".301"
"FBgn0085433","FBgn0037635","CG34404","CG9837","PPI: Curagen two-hybrid",".1797",".415"
"FBgn0031423","FBgn0033680","CG3557","CG13186","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9953",".386"
"FBgn0031423","FBgn0259219","CG3557","CG42319","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".303",".414"
"FBgn0031423","FBgn0030734","CG3557","CG9911","PPI: Curagen two-hybrid",".0026",".404"
"FBgn0031423","FBgn0001994","CG3557","crp","PPI: Curagen two-hybrid","-.3252",".391"
"FBgn0031423","FBgn0259481","CG3557","Mob2","PPI: Curagen two-hybrid",".2706",".408"
"FBgn0038266","FBgn0039307","CG3610","CR13656","PPI: Curagen two-hybrid",".3544",".409"
"FBgn0031245","FBgn0001208","CG3625","Hn","PPI: Curagen two-hybrid","-.0847",".414"
"FBgn0035987","FBgn0039434","CG3689","TwdlM","PPI: Curagen two-hybrid","-.2917",".248"
"FBgn0040346","FBgn0036356","CG3704","CG10222","PPI: Curagen two-hybrid",".6153",".423"
