"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0034443","FBgn0034709","cer","Swim","PPI: Curagen two-hybrid",".1484",".452"
"FBgn0034440","FBgn0031208","CG10073","CG11023","PPI: Curagen two-hybrid","-.1667",".431"
"FBgn0032798","FBgn0032456","CG10132","MRP","PPI: Curagen two-hybrid","-.2216",".347"
"FBgn0033960","FBgn0031407","CG10151","CG4270","PPI: Curagen two-hybrid",".0212",".383"
"FBgn0038420","FBgn0037341","CG10311","CG12746","PPI: Curagen two-hybrid",".2465",".347"
"FBgn0040992","FBgn0031094","CG10570","CG9578","PPI: Curagen two-hybrid",".2438",".316"
"FBgn0036052","FBgn0010660","CG10809","Nup214","PPI: Curagen two-hybrid",".6801",".355"
"FBgn0036052","FBgn0038722","CG10809","Nup58","PPI: Curagen two-hybrid",".7513",".3"
"FBgn0033174","FBgn0034501","CG11125","CG13868","PPI: Curagen two-hybrid","-.0182",".417"
"FBgn0037117","FBgn0032705","CG11248","Grip71","PPI: Curagen two-hybrid",".5026",".419"
"FBgn0037516","FBgn0024689","CG11286","fws","PPI: Finley lab two-hybrid","-.26",".337"
"FBgn0040359","FBgn0023537","CG11380","CG17896","PPI: Curagen two-hybrid","-.0958",".401"
"FBgn0037162","FBgn0032705","CG11449","Grip71","PPI: Curagen two-hybrid","-.2777",".418"
"FBgn0035397","FBgn0064766","CG11486","CG7600","PPI: Curagen two-hybrid",".2037",".52"
"FBgn0035397","FBgn0039711","CG11486","CG7824","PPI: Curagen two-hybrid",".4768",".362"
"FBgn0035424","FBgn0030186","CG11505","CG2962","PPI: Curagen two-hybrid","-.1734",".413"
"FBgn0039859","FBgn0038745","CG11539","CG4538","PPI: Curagen two-hybrid",".163",".419"
"FBgn0030540","FBgn0036697","CG11581","rogdi","PPI: Curagen two-hybrid","-.2616",".403"
"FBgn0033283","FBgn0030012","CG11635","CG18262","PPI: Curagen two-hybrid",".0017",".415"
"FBgn0037603","FBgn0035622","CG11753","TM9SF3","PPI: Curagen two-hybrid",".5292",".311"
"FBgn0030290","FBgn0026143","CG11756","CDC45L","PPI: Curagen two-hybrid","-.1899",".335"
"FBgn0030290","FBgn0002789","CG11756","Mp20","PPI: Curagen two-hybrid","-.2256",".388"
"FBgn0037293","FBgn0028970","CG12007","betaggt-II","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: From other databases","-.0507",".604"
"FBgn0030041","FBgn0035791","CG12116","CG8539","PPI: Curagen two-hybrid",".2106",".395"
"FBgn0038002","FBgn0029114","CG12256","Tollo","PPI: Curagen two-hybrid","-.0127",".359"
"FBgn0031768","FBgn0042098","CG12393","CG18735","PPI: Finley lab two-hybrid|PPI: From other databases","-.0641",".359"
"FBgn0031768","FBgn0035756","CG12393","unc-13-4A","PPI: Finley lab two-hybrid","-.1487",".334"
"FBgn0032465","FBgn0030012","CG12404","CG18262","PPI: Curagen two-hybrid",".0691",".408"
"FBgn0039543","FBgn0029819","CG12428","Usp30","PPI: Curagen two-hybrid","-.0142",".262"
"FBgn0031205","FBgn0038752","CG12474","CG4462","PPI: Finley lab two-hybrid","-",".379"
"FBgn0031190","FBgn0033133","CG12576","Tsp42Ek","PPI: Curagen two-hybrid",".0309",".421"
"FBgn0029729","FBgn0267790","CG12682","rump","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0718",".261"
"FBgn0033222","FBgn0001137","CG12824","grk","PPI: Curagen two-hybrid","-.12",".379"
"FBgn0037506","FBgn0259238","CG1287","CG42336","PPI: Finley lab two-hybrid","-.2535",".391"
"FBgn0036677","FBgn0034501","CG13023","CG13868","PPI: Curagen two-hybrid","-.1406",".402"
"FBgn0036586","FBgn0036949","CG13070","CG7290","PPI: Curagen two-hybrid","-.1104",".369"
"FBgn0032126","FBgn0031436","CG13113","ND-B17.2","PPI: Curagen two-hybrid","-.1357",".27"
"FBgn0032126","FBgn0031145","CG13113","Ntf-2","PPI: Curagen two-hybrid",".2155",".384"
"FBgn0061197","FBgn0261871","CG13164","dpr2","PPI: Curagen two-hybrid",".101",".371"
"FBgn0033592","FBgn0033906","CG13215","CG8331","PPI: Finley lab two-hybrid","-.0868",".208"
"FBgn0033592","FBgn0086687","CG13215","Desat1","PPI: Finley lab two-hybrid","-.0687",".258"
"FBgn0031129","FBgn0042098","CG1324","CG18735","PPI: Finley lab two-hybrid|PPI: From other databases",".1727",".399"
"FBgn0032612","FBgn0040730","CG13282","CG15127","PPI: Finley lab two-hybrid","-.1925",".356"
"FBgn0032612","FBgn0034566","CG13282","CG9313","PPI: Finley lab two-hybrid",".2949",".395"
"FBgn0035687","FBgn0030349","CG13296","CG10353","PPI: Curagen two-hybrid",".2184",".368"
"FBgn0035931","FBgn0259789","CG13312","zld","PPI: Curagen two-hybrid","-.1509",".416"
"FBgn0030559","FBgn0038355","CG13404","CG4520","PPI: Finley lab two-hybrid",".2213",".403"
"FBgn0034670","FBgn0033787","CG13488","CG13321","PPI: Curagen two-hybrid",".1801",".408"
"FBgn0034670","FBgn0042205","CG13488","CG18764","PPI: Curagen two-hybrid","-.2744",".416"
"FBgn0034670","FBgn0050497","CG13488","CG30497","PPI: Curagen two-hybrid","-.2151",".397"
"FBgn0034670","FBgn0031769","CG13488","CG9135","PPI: Curagen two-hybrid","-.1006",".313"
"FBgn0034670","FBgn0263118","CG13488","tx","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.2476",".412"
"FBgn0039041","FBgn0036994","CG13838","CG5199","PPI: Curagen two-hybrid","-.2411",".42"
"FBgn0035157","FBgn0026262","CG13894","bip2","PPI: Curagen two-hybrid",".528",".354"
"FBgn0031763","FBgn0266756","CG13996","btsz","PPI: Curagen two-hybrid",".3297",".489"
"FBgn0031753","FBgn0036935","CG13999","CG14186","PPI: Curagen two-hybrid",".4429",".367"
"FBgn0029603","FBgn0032878","CG14053","CG9316","PPI: Curagen two-hybrid",".9716",".359"
"FBgn0040814","FBgn0005619","CG14113","Hdc","PPI: Curagen two-hybrid","-.0512",".447"
"FBgn0036089","FBgn0038566","CG14151","CG14317","PPI: Curagen two-hybrid","-.1383",".402"
"FBgn0036089","FBgn0030320","CG14151","CG2247","PPI: Curagen two-hybrid",".0755",".426"
"FBgn0036089","FBgn0017551","CG14151","Rca1","PPI: Curagen two-hybrid","-.0927",".409"
"FBgn0036089","FBgn0038805","CG14151","TFAM","PPI: Curagen two-hybrid","-.4065",".416"
"FBgn0036935","FBgn0038610","CG14186","CG7675","PPI: Curagen two-hybrid",".1414",".431"
"FBgn0031032","FBgn0000024","CG14204","Ace","PPI: Curagen two-hybrid","-.2429",".399"
"FBgn0032896","FBgn0040079","CG14400","pkaap","PPI: Finley lab two-hybrid","-.0084",".387"
"FBgn0028953","FBgn0032705","CG14478","Grip71","PPI: Curagen two-hybrid",".1795",".446"
"FBgn0039395","FBgn0032741","CG14546","Sidpn","PPI: Finley lab two-hybrid|PPI: From other databases",".2917",".371"
"FBgn0039395","FBgn0035504","CG14546","Teh4","PPI: Finley lab two-hybrid|PPI: From other databases","-.2347",".386"
"FBgn0037122","FBgn0000405","CG14570","CycB","PPI: Curagen two-hybrid","-.1467",".333"
"FBgn0031184","FBgn0037149","CG14615","CG14561","PPI: Finley lab two-hybrid","-.1612",".407"
"FBgn0030558","FBgn0040992","CG1461","CG10570","PPI: Curagen two-hybrid",".4236",".431"
"FBgn0037254","FBgn0003464","CG14651","sol","PPI: Curagen two-hybrid","-.1436",".355"
"FBgn0037930","FBgn0040089","CG14715","meso18E","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".1848",".298"
"FBgn0029594","FBgn0030507","CG14806","CG11164","PPI: Curagen two-hybrid",".2719",".459"
"FBgn0029594","FBgn0001125","CG14806","Got2","PPI: Curagen two-hybrid",".0028",".495"
"FBgn0029594","FBgn0032054","CG14806","Uba4","PPI: Curagen two-hybrid",".0249",".405"
"FBgn0038330","FBgn0060296","CG14868","pain","PPI: Curagen two-hybrid",".1353",".491"
"FBgn0030215","FBgn0036950","CG15296","CG6996","PPI: Finley lab two-hybrid","-.0792",".364"
"FBgn0029955","FBgn0035073","CG15478","CG16896","PPI: Curagen two-hybrid",".0569",".418"
"FBgn0029955","FBgn0034785","CG15478","CG3649","PPI: Curagen two-hybrid",".5673",".243"
"FBgn0029955","FBgn0024996","CG15478","eIF2Bbeta","PPI: Curagen two-hybrid","-.1757",".284"
"FBgn0039806","FBgn0000233","CG15545","btd","PPI: Curagen two-hybrid","-.0636",".464"
"FBgn0039806","FBgn0031626","CG15545","CG15631","PPI: Curagen two-hybrid",".1378",".418"
"FBgn0039806","FBgn0026533","CG15545","Dek","PPI: Curagen two-hybrid",".0916",".478"
"FBgn0039806","FBgn0015380","CG15545","drl","PPI: Curagen two-hybrid","-.0198",".435"
"FBgn0039806","FBgn0264005","CG15545","Hmx","PPI: Curagen two-hybrid","-.0999",".592"
"FBgn0039806","FBgn0010078","CG15545","RpL23","PPI: Curagen two-hybrid",".6076",".242"
"FBgn0039806","FBgn0039465","CG15545","Tsp97E","PPI: Curagen two-hybrid","-.1049",".436"
"FBgn0034622","FBgn0029893","CG15666","CG14442","PPI: Curagen two-hybrid","-.0056",".419"
"FBgn0034622","FBgn0025676","CG15666","CkIIalpha-i3","PPI: Curagen two-hybrid",".1408",".425"
"FBgn0034622","FBgn0011277","CG15666","HLH4C","PPI: Curagen two-hybrid",".2068",".38"
"FBgn0034622","FBgn0030748","CG15666","Traf-like","PPI: Curagen two-hybrid",".1101",".385"
"FBgn0030478","FBgn0033821","CG1640","CG10799","PPI: Curagen two-hybrid",".2455",".366"
"FBgn0036029","FBgn0029514","CG16719","312","PPI: Curagen two-hybrid",".0487",".37"
"FBgn0036029","FBgn0000117","CG16719","arm","PPI: Curagen two-hybrid","-.3819",".35"
"FBgn0036029","FBgn0260945","CG16719","Atg1","PPI: Curagen two-hybrid","-.302",".328"
"FBgn0036029","FBgn0039038","CG16719","CG6688","PPI: Curagen two-hybrid",".0385",".443"
"FBgn0036029","FBgn0030624","CG16719","CG9106","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9707",".417"
"FBgn0036029","FBgn0001202","CG16719","hook","PPI: Curagen two-hybrid","-.1861",".396"
"FBgn0028942","FBgn0003410","CG16852","sina","PPI: Curagen two-hybrid",".0037",".353"
"FBgn0028544","FBgn0033953","CG16884","CG12861","PPI: Curagen two-hybrid","-.0634",".422"
"FBgn0031816","FBgn0011297","CG16947","l(2)not","PPI: Curagen two-hybrid",".2394",".296"
"FBgn0036512","FBgn0040079","CG16979","pkaap","PPI: Finley lab two-hybrid",".0312",".381"
"FBgn0032281","FBgn0033365","CG17107","CG8170","PPI: Curagen two-hybrid","-.0764",".376"
"FBgn0039942","FBgn0259238","CG17163","CG42336","PPI: Finley lab two-hybrid","-.153",".376"
"FBgn0031488","FBgn0033728","CG17265","Cpr49Ae","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".1686",".402"
"FBgn0046763","FBgn0085444","CG17278","mute","PPI: Finley lab two-hybrid","-.3032",".41"
"FBgn0250842","FBgn0003964","CG17575","usp","PPI: Curagen two-hybrid","-.0008",".514"
"FBgn0023537","FBgn0024889","CG17896","Kap-alpha1","PPI: Curagen two-hybrid","-.2921",".267"
"FBgn0031869","FBgn0051361","CG18304","dpr17","PPI: Curagen two-hybrid",".2158",".452"
"FBgn0039773","FBgn0017567","CG2224","ND-23","PPI: Curagen two-hybrid",".1666",".231"
"FBgn0029997","FBgn0032957","CG2258","CG2225","PPI: Curagen two-hybrid",".077",".46"
"FBgn0037455","FBgn0037623","CG2336","CG9801","PPI: Curagen two-hybrid",".0771",".356"
"FBgn0030323","FBgn0036697","CG2371","rogdi","PPI: Curagen two-hybrid",".2724",".438"
"FBgn0024975","FBgn0039711","CG2712","CG7824","PPI: Curagen two-hybrid|PPI: From other databases",".5725",".435"
"FBgn0023526","FBgn0035504","CG2865","Teh4","PPI: Curagen two-hybrid",".1062",".386"
"FBgn0025613","FBgn0033000","CG3081","CG14464","PPI: Curagen two-hybrid","-.3041",".327"
"FBgn0051211","FBgn0039488","CG31211","CG6066","PPI: Curagen two-hybrid",".1541",".434"
"FBgn0051475","FBgn0043457","CG31475","CG5180","PPI: Curagen two-hybrid","-.1771",".436"
"FBgn0051638","FBgn0036652","CG31638","CG13032","PPI: Curagen two-hybrid","-.0287",".41"
"FBgn0051638","FBgn0022960","CG31638","vimar","PPI: Curagen two-hybrid",".7608",".471"
"FBgn0263355","FBgn0085405","CG31688","CG34376","PPI: Finley lab two-hybrid","-.1836",".5"
"FBgn0263355","FBgn0033113","CG31688","Spn42Dc","PPI: Curagen two-hybrid","-.04",".432"
"FBgn0051999","FBgn0259789","CG31999","zld","PPI: Curagen two-hybrid","-.3577",".387"
"FBgn0052100","FBgn0030349","CG32100","CG10353","PPI: Curagen two-hybrid","-.18",".405"
"FBgn0052369","FBgn0038745","CG32369","CG4538","PPI: Curagen two-hybrid",".1798",".439"
"FBgn0052772","FBgn0032705","CG32772","Grip71","PPI: Curagen two-hybrid",".5138",".478"
"FBgn0052944","FBgn0034259","CG32944","P32","PPI: Curagen two-hybrid","-.0718",".36"
"FBgn0053017","FBgn0033308","CG33017","CG8736","PPI: Curagen two-hybrid",".1659",".378"
"FBgn0031514","FBgn0041194","CG3332","Prat2","PPI: Curagen two-hybrid","-.2295",".347"
"FBgn0035148","FBgn0036144","CG3402","GlcAT-P","PPI: Curagen two-hybrid",".0261",".372"
"FBgn0083949","FBgn0046302","CG34113","CG10650","PPI: Curagen two-hybrid",".2086",".404"
"FBgn0083949","FBgn0053144","CG34113","CG33144","PPI: Curagen two-hybrid",".3496",".498"
"FBgn0083949","FBgn0010504","CG34113","kermit","PPI: Curagen two-hybrid",".0588",".46"
"FBgn0083949","FBgn0019925","CG34113","Surf4","PPI: Curagen two-hybrid","-.0834",".268"
"FBgn0031875","FBgn0029819","CG3430","Usp30","PPI: Curagen two-hybrid",".0071",".281"
"FBgn0263117","FBgn0259789","CG34377","zld","PPI: Curagen two-hybrid","-.2584",".412"
"FBgn0025645","FBgn0034259","CG3598","P32","PPI: Curagen two-hybrid",".3787",".374"
"FBgn0040343","FBgn0031859","CG3713","CG17377","PPI: Curagen two-hybrid",".714",".392"
"FBgn0040343","FBgn0030731","CG3713","Mfe2","PPI: Curagen two-hybrid",".017",".383"
"FBgn0040343","FBgn0027378","CG3713","MRG15","PPI: Curagen two-hybrid","-.3497",".332"
"FBgn0040343","FBgn0038862","CG3713","Usp8","PPI: Curagen two-hybrid",".516",".357"
"FBgn0024986","FBgn0034946","CG3719","CG3065","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".079",".456"
"FBgn0029867","FBgn0050389","CG3847","CG30389","PPI: Curagen two-hybrid",".2931",".343"
"FBgn0037827","FBgn0026263","CG4073","bip1","PPI: Curagen two-hybrid","-.0833",".414"
"FBgn0037827","FBgn0035241","CG4073","CG12105","PPI: Finley lab two-hybrid|PPI: From other databases",".1159",".415"
"FBgn0037827","FBgn0032465","CG4073","CG12404","PPI: Finley lab two-hybrid|PPI: From other databases",".1693",".381"
"FBgn0037827","FBgn0032023","CG4073","CG14274","PPI: Curagen two-hybrid",".2047",".449"
"FBgn0037827","FBgn0032240","CG4073","CG17768","PPI: Finley lab two-hybrid","-.4188",".322"
"FBgn0037827","FBgn0038549","CG4073","CG17802","PPI: Finley lab two-hybrid|PPI: From other databases","-.1606",".373"
"FBgn0037827","FBgn0024975","CG4073","CG2712","PPI: Finley lab two-hybrid|PPI: From other databases","-.1594",".405"
"FBgn0037827","FBgn0035091","CG4073","CG3829","PPI: Finley lab two-hybrid|PPI: From other databases","-.0799",".42"
"FBgn0037827","FBgn0033755","CG4073","ClC-b","PPI: Finley lab two-hybrid|PPI: From other databases","-.2319",".399"
"FBgn0037827","FBgn0032705","CG4073","Grip71","PPI: Finley lab two-hybrid|PPI: From other databases","-.0068",".386"
"FBgn0037827","FBgn0035505","CG4073","Teh2","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".3763",".42"
"FBgn0037827","FBgn0035504","CG4073","Teh4","PPI: Finley lab two-hybrid|PPI: From other databases","-.2111",".394"
"FBgn0259238","FBgn0034295","CG42336","CG10911","PPI: Curagen two-hybrid","-.1283",".413"
"FBgn0259238","FBgn0266570","CG42336","CG2982","PPI: Curagen two-hybrid","-.0779",".409"
"FBgn0259238","FBgn0052226","CG42336","Pex23","PPI: Curagen two-hybrid","-.2088",".412"
"FBgn0259927","FBgn0039711","CG42450","CG7824","PPI: Curagen two-hybrid","-.0652",".365"
"FBgn0261674","FBgn0029888","CG42709","ND-ASHI","PPI: Curagen two-hybrid","-.1278",".257"
"FBgn0264486","FBgn0036697","CG43894","rogdi","PPI: Curagen two-hybrid",".0153",".394"
"FBgn0038355","FBgn0064225","CG4520","RpL5","PPI: Curagen two-hybrid","-.6393",".369"
"FBgn0029929","FBgn0032741","CG4593","Sidpn","PPI: Finley lab two-hybrid","-.2523",".344"
"FBgn0036622","FBgn0035504","CG4753","Teh4","PPI: Curagen two-hybrid",".2969",".393"
"FBgn0027546","FBgn0030316","CG4766","CG11695","PPI: Curagen two-hybrid",".1482",".417"
"FBgn0036579","FBgn0036880","CG5027","Cpr76Bc","PPI: Curagen two-hybrid",".0057",".364"
"FBgn0036579","FBgn0023216","CG5027","Parg","PPI: Curagen two-hybrid",".4267",".385"
"FBgn0038324","FBgn0035437","CG5038","Strip","PPI: Curagen two-hybrid",".1178",".338"
"FBgn0036994","FBgn0030507","CG5199","CG11164","PPI: Curagen two-hybrid",".829",".4"
"FBgn0035952","FBgn0040385","CG5280","CG12496","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1702",".407"
"FBgn0035952","FBgn0036652","CG5280","CG13032","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".9896",".445"
"FBgn0035952","FBgn0030665","CG5280","CG15646","PPI: Curagen two-hybrid","-.1528",".43"
"FBgn0035952","FBgn0029747","CG5280","CG5062","PPI: Curagen two-hybrid",".9987",".445"
"FBgn0035952","FBgn0037581","CG5280","CG7352","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".8176",".438"
"FBgn0035952","FBgn0037717","CG5280","CG8301","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1206",".405"
"FBgn0035952","FBgn0262740","CG5280","Evi5","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".2641",".351"
"FBgn0035952","FBgn0032202","CG5280","REPTOR-BP","PPI: Curagen two-hybrid","-.2713",".413"
"FBgn0034363","FBgn0032023","CG5327","CG14274","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".2166",".389"
"FBgn0037773","FBgn0266719","CG5359","stac","PPI: Curagen two-hybrid","-.2416",".602"
"FBgn0038815","FBgn0024689","CG5466","fws","PPI: Curagen two-hybrid",".1704",".395"
"FBgn0032171","FBgn0039914","CG5846","mav","PPI: Curagen two-hybrid","-.1315",".412"
"FBgn0039500","FBgn0027597","CG5984","CG17712","PPI: Curagen two-hybrid",".3461",".379"
"FBgn0039488","FBgn0015331","CG6066","abs","PPI: Curagen two-hybrid",".423",".429"
"FBgn0039449","FBgn0040343","CG6425","CG3713","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0939",".447"
"FBgn0032290","FBgn0040922","CG6443","CG15036","PPI: Curagen two-hybrid","-.2628",".362"
"FBgn0030946","FBgn0036927","CG6659","Gabat","PPI: Curagen two-hybrid",".1051",".347"
"FBgn0036827","FBgn0039488","CG6843","CG6066","PPI: Curagen two-hybrid",".8339",".456"
"FBgn0036950","FBgn0261723","CG6996","Dbx","PPI: Curagen two-hybrid","-.1337",".362"
"FBgn0036950","FBgn0259789","CG6996","zld","PPI: Curagen two-hybrid","-.1793",".392"
"FBgn0038952","FBgn0284243","CG7069","betaTub56D","PPI: Curagen two-hybrid","-.3269",".21"
"FBgn0038952","FBgn0033902","CG7069","eIF3m","PPI: Curagen two-hybrid","-.4443",".381"
"FBgn0038952","FBgn0002525","CG7069","Lam","PPI: Curagen two-hybrid",".0133",".336"
"FBgn0038952","FBgn0035247","CG7069","metl","PPI: Curagen two-hybrid","-.4985",".344"
"FBgn0038952","FBgn0261596","CG7069","RpS24","PPI: Curagen two-hybrid","-.448",".212"
"FBgn0038952","FBgn0263396","CG7069","sqd","PPI: Curagen two-hybrid","-.4479",".223"
"FBgn0038952","FBgn0003545","CG7069","sub","PPI: Curagen two-hybrid","-.1706",".429"
"FBgn0031945","FBgn0039722","CG7191","Capa","PPI: Curagen two-hybrid",".4544",".39"
"FBgn0031945","FBgn0032698","CG7191","CG10336","PPI: Curagen two-hybrid","-.1651",".417"
"FBgn0031945","FBgn0038315","CG7191","CG14866","PPI: Curagen two-hybrid","-.0568",".365"
"FBgn0031942","FBgn0051361","CG7203","dpr17","PPI: Curagen two-hybrid",".0752",".468"
"FBgn0032284","FBgn0040972","CG7294","CG16978","PPI: Finley lab two-hybrid","-.2174",".406"
"FBgn0032284","FBgn0039380","CG7294","CG5890","PPI: Finley lab two-hybrid",".2147",".431"
"FBgn0032284","FBgn0086687","CG7294","Desat1","PPI: Finley lab two-hybrid","-.0778",".259"
"FBgn0037581","FBgn0032705","CG7352","Grip71","PPI: Curagen two-hybrid",".2308",".42"
"FBgn0030980","FBgn0040371","CG7406","CG12470","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.2343",".484"
"FBgn0030980","FBgn0053111","CG7406","CG33111","PPI: Curagen two-hybrid","-.1366",".419"
"FBgn0033056","FBgn0036494","CG7856","Toll-6","PPI: Curagen two-hybrid","-.1912",".394"
"FBgn0037547","FBgn0000094","CG7910","Anp","PPI: Curagen two-hybrid",".4845",".35"
"FBgn0037547","FBgn0039882","CG7910","CG11576","PPI: Curagen two-hybrid",".1597",".39"
"FBgn0034002","FBgn0039711","CG8079","CG7824","PPI: Curagen two-hybrid",".5423",".42"
"FBgn0030668","FBgn0035756","CG8128","unc-13-4A","PPI: Finley lab two-hybrid",".1826",".342"
"FBgn0030675","FBgn0036391","CG8191","CG17364","PPI: Curagen two-hybrid","-.2683",".366"
