"Gen1","Gene2","Symbol1","Symbol2","Table Names","Weighted Correlation","Confidence"
"FBgn0033736","FBgn0036950","CG13154","CG6996","PPI: Finley lab two-hybrid","-.1233",".369"
"FBgn0033627","FBgn0037890","CG13204","CG17734","PPI: Curagen two-hybrid","-.4066",".434"
"FBgn0031129","FBgn0024887","CG1324","kin17","PPI: Finley lab two-hybrid|PPI: From other databases",".0282",".365"
"FBgn0035694","FBgn0038981","CG13299","CG5346","PPI: Curagen two-hybrid","-.3011",".403"
"FBgn0041006","FBgn0085431","CG13302","CG34402","PPI: Finley lab two-hybrid","-",".394"
"FBgn0029522","FBgn0032791","CG13373","CG18094","PPI: Finley lab two-hybrid",".4888",".419"
"FBgn0030559","FBgn0032848","CG13404","nesd","PPI: Finley lab two-hybrid","-.1162",".397"
"FBgn0036520","FBgn0033963","CG13449","CG12857","PPI: Curagen two-hybrid",".9758",".401"
"FBgn0034699","FBgn0031579","CG13504","CG15422","PPI: Finley lab two-hybrid","-",".424"
"FBgn0034899","FBgn0040212","CG13560","Dhap-at","PPI: Finley lab two-hybrid","-.1975",".316"
"FBgn0039210","FBgn0032083","CG13625","CG9541","PPI: Curagen two-hybrid","-.1822",".395"
"FBgn0039210","FBgn0024887","CG13625","kin17","PPI: Curagen two-hybrid",".671",".367"
"FBgn0035873","FBgn0037280","CG13670","CG1126","PPI: Finley lab two-hybrid",".1794",".376"
"FBgn0035873","FBgn0036950","CG13670","CG6996","PPI: Finley lab two-hybrid","-.1805",".386"
"FBgn0035873","FBgn0086712","CG13670","Egm","PPI: Finley lab two-hybrid","-.0624",".408"
"FBgn0035873","FBgn0037917","CG13670","wkd","PPI: Finley lab two-hybrid",".2568",".394"
"FBgn0035867","FBgn0032810","CG13671","CG13077","PPI: Curagen two-hybrid","-.0219",".429"
"FBgn0031288","FBgn0266672","CG13949","Sec8","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".1071",".39"
"FBgn0031749","FBgn0033540","CG14000","Elp2","PPI: Curagen two-hybrid","-.3971",".336"
"FBgn0031650","FBgn0032083","CG14044","CG9541","PPI: Curagen two-hybrid",".2743",".412"
"FBgn0039592","FBgn0020309","CG14062","crol","PPI: Curagen two-hybrid",".3464",".399"
"FBgn0039592","FBgn0000405","CG14062","CycB","PPI: Curagen two-hybrid","-.1905",".334"
"FBgn0039592","FBgn0086686","CG14062","l(3)L1231","PPI: Curagen two-hybrid",".0946",".496"
"FBgn0036094","FBgn0038462","CG14153","CG17556","PPI: Curagen two-hybrid","-.4481",".41"
"FBgn0039454","FBgn0261397","CG14247","didum","PPI: Curagen two-hybrid","-.242",".335"
"FBgn0039454","FBgn0001202","CG14247","hook","PPI: Curagen two-hybrid","-.2357",".392"
"FBgn0031315","FBgn0031626","CG14341","CG15631","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1189",".406"
"FBgn0031315","FBgn0035213","CG14341","CG2199","PPI: Curagen two-hybrid",".1991",".436"
"FBgn0031315","FBgn0001225","CG14341","Hsp26","PPI: Curagen two-hybrid",".1121",".424"
"FBgn0038170","FBgn0001090","CG14367","bnb","PPI: Curagen two-hybrid",".3296",".419"
"FBgn0040602","FBgn0035213","CG14545","CG2199","PPI: Curagen two-hybrid",".5433",".399"
"FBgn0040602","FBgn0261397","CG14545","didum","PPI: Curagen two-hybrid",".2874",".346"
"FBgn0039395","FBgn0034667","CG14546","comr","PPI: Finley lab two-hybrid|PPI: From other databases",".9164",".417"
"FBgn0033063","FBgn0024236","CG14589","foi","PPI: Curagen two-hybrid","-.2043",".381"
"FBgn0037220","FBgn0035469","CG14641","CG14977","PPI: Curagen two-hybrid",".2795",".479"
"FBgn0029590","FBgn0034643","CG14811","CG10321","PPI: Curagen two-hybrid","-.3415",".367"
"FBgn0038330","FBgn0259178","CG14868","5PtaseI","PPI: Curagen two-hybrid",".2931",".391"
"FBgn0038429","FBgn0036191","CG14882","Sugb","PPI: Curagen two-hybrid",".3843",".442"
"FBgn0035439","FBgn0034098","CG14961","krimp","PPI: Curagen two-hybrid","-.1064",".429"
"FBgn0035469","FBgn0034512","CG14977","CG18067","PPI: Curagen two-hybrid",".2723",".438"
"FBgn0034415","FBgn0034643","CG15116","CG10321","PPI: Curagen two-hybrid","-.1844",".311"
"FBgn0032635","FBgn0032175","CG15141","CG13131","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.134",".399"
"FBgn0029681","FBgn0002863","CG15239","Acp95EF","PPI: Curagen two-hybrid","-.1388",".439"
"FBgn0030105","FBgn0038256","CG15369","CG7530","PPI: Finley lab two-hybrid","-.285",".384"
"FBgn0034093","FBgn0010217","CG15706","ATPsynbeta","PPI: Curagen two-hybrid","-.4457",".311"
"FBgn0029817","FBgn0264443","CG15764","CG43861","PPI: Curagen two-hybrid",".0871",".412"
"FBgn0029799","FBgn0032189","CG15772","Ripalpha","PPI: Curagen two-hybrid","-.0172",".406"
"FBgn0035569","FBgn0067864","CG15876","Patj","PPI: Finley lab two-hybrid",".2789",".423"
"FBgn0030468","FBgn0038993","CG1622","CG13843","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.3287",".357"
"FBgn0030468","FBgn0027617","CG1622","CG5808","PPI: Curagen two-hybrid",".933",".363"
"FBgn0031082","FBgn0062449","CG17003","CG13197","PPI: Curagen two-hybrid",".7673",".472"
"FBgn0039043","FBgn0034650","CG17121","NC2alpha","PPI: Curagen two-hybrid","-.4074",".341"
"FBgn0031494","FBgn0027532","CG17219","CG7139","PPI: Curagen two-hybrid",".5441",".402"
"FBgn0032763","FBgn0034399","CG17568","CG15083","PPI: Curagen two-hybrid","-.1434",".347"
"FBgn0033710","FBgn0000406","CG17739","Cyt-b5-r","PPI: Curagen two-hybrid",".1097",".389"
"FBgn0040899","FBgn0029131","CG17776","Debcl","PPI: Curagen two-hybrid",".1559",".53"
"FBgn0040900","FBgn0038626","CG17777","CG7691","PPI: Curagen two-hybrid",".4004",".376"
"FBgn0030063","FBgn0034643","CG1789","CG10321","PPI: Finley lab two-hybrid",".777",".382"
"FBgn0034552","FBgn0034553","CG17999","CG9993","PPI: Curagen two-hybrid",".8766",".464"
"FBgn0032791","FBgn0033774","CG18094","CG12374","PPI: Curagen two-hybrid",".2592",".434"
"FBgn0032791","FBgn0022893","CG18094","Df31","PPI: Curagen two-hybrid",".2083",".42"
"FBgn0032791","FBgn0023516","CG18094","Pex5","PPI: Curagen two-hybrid",".3175",".391"
"FBgn0032791","FBgn0263873","CG18094","sick","PPI: Curagen two-hybrid","-.286",".378"
"FBgn0032791","FBgn0035120","CG18094","wac","PPI: Curagen two-hybrid",".3095",".423"
"FBgn0028746","FBgn0086687","CG18508","Desat1","PPI: Finley lab two-hybrid",".3362",".269"
"FBgn0030008","FBgn0033750","CG2129","CG13151","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI",".107",".468"
"FBgn0030008","FBgn0036274","CG2129","CG4328","PPI: Curagen two-hybrid","-.1183",".392"
"FBgn0029997","FBgn0039544","CG2258","CG12877","PPI: Curagen two-hybrid",".4661",".43"
"FBgn0037455","FBgn0037383","CG2336","CG2023","PPI: Curagen two-hybrid","-.127",".33"
"FBgn0037455","FBgn0033735","CG2336","CG8525","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".8343",".447"
"FBgn0037455","FBgn0037623","CG2336","CG9801","PPI: Curagen two-hybrid",".0771",".356"
"FBgn0051211","FBgn0030468","CG31211","CG1622","PPI: Curagen two-hybrid",".1204",".36"
"FBgn0051999","FBgn0032197","CG31999","CG5694","PPI: Curagen two-hybrid","-.1781",".358"
"FBgn0042178","FBgn0051682","CG32165","Tengl1","PPI: Finley lab two-hybrid",".9071",".386"
"FBgn0052548","FBgn0052793","CG32548","CG32793","PPI: Finley lab two-hybrid",".1481",".386"
"FBgn0052772","FBgn0038462","CG32772","CG17556","PPI: Curagen two-hybrid",".2525",".396"
"FBgn0052772","FBgn0038953","CG32772","CG18596","PPI: Curagen two-hybrid",".4009",".45"
"FBgn0052772","FBgn0036389","CG32772","ssp2","PPI: Curagen two-hybrid",".4994",".486"
"FBgn0052793","FBgn0040371","CG32793","CG12470","PPI: Curagen two-hybrid","-.1462",".363"
"FBgn0052793","FBgn0005427","CG32793","ewg","PPI: Curagen two-hybrid","-.2089",".367"
"FBgn0040384","FBgn0011695","CG32795","EbpIII","PPI: Curagen two-hybrid",".0451",".405"
"FBgn0083945","FBgn0032789","CG34109","CG13083","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0452",".569"
"FBgn0083945","FBgn0031108","CG34109","CG15459","PPI: Curagen two-hybrid",".4574",".473"
"FBgn0083945","FBgn0011277","CG34109","HLH4C","PPI: Curagen two-hybrid","-.1912",".536"
"FBgn0083945","FBgn0017579","CG34109","RpL14","PPI: Curagen two-hybrid","-.414",".242"
"FBgn0083945","FBgn0261872","CG34109","scaf6","PPI: Curagen two-hybrid","-.3384",".536"
"FBgn0083945","FBgn0003510","CG34109","Sry-alpha","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1288",".6"
"FBgn0083945","FBgn0027492","CG34109","wdb","PPI: Curagen two-hybrid","-.5193",".526"
"FBgn0085382","FBgn0085431","CG34353","CG34402","PPI: Finley lab two-hybrid",".0884",".576"
"FBgn0085425","FBgn0038349","CG34396","AOX3","PPI: Curagen two-hybrid",".044",".442"
"FBgn0085433","FBgn0029131","CG34404","Debcl","PPI: Curagen two-hybrid","-.1937",".354"
"FBgn0039838","FBgn0042102","CG3669","CG18745","PPI: Finley lab two-hybrid","-.1098",".447"
"FBgn0034097","FBgn0038058","CG3687","CG5608","PPI: Curagen two-hybrid","-.4064",".331"
"FBgn0029867","FBgn0037405","CG3847","CG1077","PPI: Curagen two-hybrid",".2033",".37"
"FBgn0035057","FBgn0024945","CG3880","NitFhit","PPI: Curagen two-hybrid","-.1671",".416"
"FBgn0250755","FBgn0035213","CG42233","CG2199","PPI: Curagen two-hybrid",".0345",".411"
"FBgn0250755","FBgn0040206","CG42233","krz","PPI: Curagen two-hybrid",".0932",".282"
"FBgn0250757","FBgn0264443","CG42235","CG43861","PPI: Curagen two-hybrid","-.1174",".381"
"FBgn0261803","FBgn0263772","CG42749","CG43689","PPI: Finley lab two-hybrid",".0202",".485"
"FBgn0263772","FBgn0031367","CG43689","c-cup","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.1738",".399"
"FBgn0266566","FBgn0264443","CG45105","CG43861","PPI: Curagen two-hybrid",".297",".314"
"FBgn0033819","FBgn0263772","CG4714","CG43689","PPI: Finley lab two-hybrid","-.1664",".364"
"FBgn0031220","FBgn0023095","CG4822","caps","PPI: Curagen two-hybrid",".2355",".389"
"FBgn0034230","FBgn0261647","CG4853","Axud1","PPI: Curagen two-hybrid",".1312",".403"
"FBgn0031319","FBgn0034098","CG4896","krimp","PPI: Curagen two-hybrid",".1043",".283"
"FBgn0032436","FBgn0035471","CG5418","Sc2","PPI: Curagen two-hybrid",".3101",".248"
"FBgn0039425","FBgn0053202","CG5432","dpr11","PPI: Finley lab two-hybrid","-.0713",".4"
"FBgn0030839","FBgn0266064","CG5613","GlyS","PPI: Curagen two-hybrid",".1873",".354"
"FBgn0038930","FBgn0086687","CG5778","Desat1","PPI: Finley lab two-hybrid",".7482",".292"
"FBgn0032588","FBgn0039544","CG5968","CG12877","PPI: Finley lab two-hybrid","-.2763",".381"
"FBgn0039500","FBgn0040236","CG5984","c11.1","PPI: Curagen two-hybrid","-.3193",".359"
"FBgn0039500","FBgn0030507","CG5984","CG11164","PPI: Curagen two-hybrid","-.0893",".344"
"FBgn0039500","FBgn0027597","CG5984","CG17712","PPI: Curagen two-hybrid",".3461",".379"
"FBgn0039500","FBgn0025366","CG5984","Ip259","PPI: Curagen two-hybrid",".1929",".316"
"FBgn0038672","FBgn0260859","CG6005","Bet3","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid",".4945",".366"
"FBgn0036183","FBgn0051682","CG6083","Tengl1","PPI: Finley lab two-hybrid",".951",".447"
"FBgn0036162","FBgn0001090","CG6140","bnb","PPI: Finley lab two-hybrid","-.0513",".387"
"FBgn0033875","FBgn0029131","CG6357","Debcl","PPI: Curagen two-hybrid",".2227",".397"
"FBgn0039204","FBgn0039544","CG6607","CG12877","PPI: Curagen two-hybrid",".1501",".424"
"FBgn0038099","FBgn0034878","CG7091","pita","PPI: Curagen two-hybrid",".2213",".379"
"FBgn0032521","FBgn0013343","CG7110","Syx1A","PPI: Curagen two-hybrid",".1281",".357"
"FBgn0027532","FBgn0031608","CG7139","CG15435","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: From other databases",".2685",".422"
"FBgn0027532","FBgn0028397","CG7139","Tob","PPI: Curagen two-hybrid","-.3467",".392"
"FBgn0037581","FBgn0027532","CG7352","CG7139","PPI: Curagen two-hybrid","-.1047",".405"
"FBgn0035855","FBgn0025740","CG7366","PlexB","PPI: Curagen two-hybrid","-.2601",".427"
"FBgn0037134","FBgn0038256","CG7407","CG7530","PPI: Finley lab two-hybrid",".1352",".409"
"FBgn0035793","FBgn0040837","CG7546","CG8620","PPI: Curagen two-hybrid","-.2673",".379"
"FBgn0033616","FBgn0032197","CG7745","CG5694","PPI: Curagen two-hybrid",".6054",".431"
"FBgn0034062","FBgn0003015","CG8388","osk","PPI: Curagen two-hybrid",".0315",".425"
"FBgn0034073","FBgn0035257","CG8414","CG12011","PPI: Curagen two-hybrid",".0375",".351"
"FBgn0035776","FBgn0043900","CG8564","pygo","PPI: Finley lab two-hybrid",".0292",".398"
"FBgn0035776","FBgn0052479","CG8564","Usp10","PPI: Finley lab two-hybrid","-.236",".33"
"FBgn0038136","FBgn0032083","CG8774","CG9541","PPI: Curagen two-hybrid","-.0069",".378"
"FBgn0031746","FBgn0052793","CG9029","CG32793","PPI: Finley lab two-hybrid","-.0793",".373"
"FBgn0030332","FBgn0032175","CG9360","CG13131","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid","-.0407",".358"
"FBgn0037715","FBgn0038462","CG9399","CG17556","PPI: Curagen two-hybrid","-.3337",".444"
"FBgn0033092","FBgn0032640","CG9422","Sgt","PPI: Curagen two-hybrid",".1013",".352"
"FBgn0031813","FBgn0037543","CG9527","CG10903","PPI: Curagen two-hybrid","-.2963",".381"
"FBgn0032083","FBgn0026319","CG9541","Traf4","PPI: Curagen two-hybrid",".0197",".41"
"FBgn0027563","FBgn0030217","CG9631","CG2124","PPI: Curagen two-hybrid","-.2461",".438"
"FBgn0027563","FBgn0034880","CG9631","ItgaPS5","PPI: Curagen two-hybrid","-.353",".451"
"FBgn0027563","FBgn0036812","CG9631","Nufip","PPI: Curagen two-hybrid","-.2623",".376"
"FBgn0039760","FBgn0040371","CG9682","CG12470","PPI: Finley lab two-hybrid","-.087",".488"
"FBgn0003060","FBgn0002863","CG9757","Acp95EF","PPI: Curagen two-hybrid","-.1206",".431"
"FBgn0030757","FBgn0031853","CG9902","TTLL3B","PPI: Curagen two-hybrid",".3939",".398"
"FBgn0039589","FBgn0038702","CG9986","CG3739","PPI: Curagen two-hybrid","-.0415",".495"
"FBgn0039589","FBgn0085420","CG9986","DIP-delta","PPI: Curagen two-hybrid","-.2005",".496"
"FBgn0038888","FBgn0003997","CheB93a","hid","PPI: Curagen two-hybrid",".109",".426"
"FBgn0004859","FBgn0033471","ci","CG12134","PPI: Hybrigenics two-hybrid",".4813",".389"
"FBgn0004859","FBgn0039696","ci","CG7837","PPI: Hybrigenics two-hybrid",".3616",".361"
"FBgn0034667","FBgn0000405","comr","CycB","PPI: Curagen two-hybrid","-.3093",".297"
"FBgn0034517","FBgn0020388","Cpr57A","Gcn5","PPI: Curagen two-hybrid","-.313",".23"
"FBgn0034517","FBgn0262116","Cpr57A","RNASEK","PPI: Curagen two-hybrid",".0287",".413"
"FBgn0034517","FBgn0263352","Cpr57A","Unr","PPI: Curagen two-hybrid","-.2434",".403"
"FBgn0037440","FBgn0024887","CRAT","kin17","PPI: Curagen two-hybrid","-.11",".38"
"FBgn0037102","FBgn0032083","CRIF","CG9541","PPI: Curagen two-hybrid","-.1475",".407"
"FBgn0013767","FBgn0040972","Crz","CG16978","PPI: Finley lab two-hybrid",".0659",".362"
"FBgn0011760","FBgn0035407","ctp","Asciz","PPI: Finley lab two-hybrid|PPI: Curagen two-hybrid|PPI: Flybase Curated PPI",".3201",".365"
"FBgn0039283","FBgn0266672","danr","Sec8","PPI: Curagen two-hybrid",".2182",".467"
"FBgn0032390","FBgn0263772","dgt2","CG43689","PPI: Curagen two-hybrid","-.1114",".394"
"FBgn0039638","FBgn0032083","dgt6","CG9541","PPI: Curagen two-hybrid","-.1065",".428"
"FBgn0010497","FBgn0032791","dmGlut","CG18094","PPI: Finley lab two-hybrid","-.1749",".301"
"FBgn0010497","FBgn0085431","dmGlut","CG34402","PPI: Finley lab two-hybrid","-.0363",".375"
"FBgn0010497","FBgn0053202","dmGlut","dpr11","PPI: Finley lab two-hybrid",".1905",".302"
"FBgn0010497","FBgn0051682","dmGlut","Tengl1","PPI: Finley lab two-hybrid","-.2044",".29"
"FBgn0000411","FBgn0053002","D","mRpL27","PPI: Curagen two-hybrid",".0415",".379"
"FBgn0263600","FBgn0031879","DNApol-delta","uif","PPI: Hybrigenics two-hybrid","-.1411",".321"
"FBgn0035491","FBgn0034961","Dpy-30L2","CG3163","PPI: Curagen two-hybrid","-.1591",".326"
"FBgn0024732","FBgn0001090","Drep1","bnb","PPI: Curagen two-hybrid",".0515",".42"
"FBgn0034791","FBgn0038462","EMC8-9","CG17556","PPI: Curagen two-hybrid|PPI: From other databases",".8777",".618"
"FBgn0085421","FBgn0038349","Epac","AOX3","PPI: Curagen two-hybrid","-.1011",".387"
"FBgn0085421","FBgn0032791","Epac","CG18094","PPI: Curagen two-hybrid","-.3784",".601"
"FBgn0085421","FBgn0040837","Epac","CG8620","PPI: Curagen two-hybrid",".1228",".588"
"FBgn0085421","FBgn0024236","Epac","foi","PPI: Curagen two-hybrid","-.2272",".495"
"FBgn0085421","FBgn0025740","Epac","PlexB","PPI: Curagen two-hybrid","-.0114",".554"
"FBgn0040324","FBgn0001983","Ephrin","wor","PPI: Curagen two-hybrid",".1966",".366"
"FBgn0263934","FBgn0032022","esn","CG14275","PPI: Curagen two-hybrid","-.0508",".413"
"FBgn0263934","FBgn0085442","esn","NKAIN","PPI: Curagen two-hybrid",".3194",".499"
"FBgn0000611","FBgn0266672","exd","Sec8","PPI: Curagen two-hybrid",".2276",".475"
"FBgn0266668","FBgn0266672","Exo84","Sec8","PPI: Flybase Curated PPI",".4881",".517"
"FBgn0005558","FBgn0034389","ey","Mctp","PPI: Curagen two-hybrid","-.1656",".375"
"FBgn0005558","FBgn0085442","ey","NKAIN","PPI: Curagen two-hybrid",".41",".48"
"FBgn0028380","FBgn0022338","fal","dnk","PPI: Curagen two-hybrid|PPI: Flybase Curated PPI|PPI: DPiM coAP complex",".5421",".39"
"FBgn0039969","FBgn0039323","Fis1","CG10559","PPI: Curagen two-hybrid","-.1551",".409"
"FBgn0000719","FBgn0035694","fog","CG13299","PPI: Finley lab two-hybrid",".3831",".353"
"FBgn0000719","FBgn0037890","fog","CG17734","PPI: Finley lab two-hybrid","-.3438",".402"
"FBgn0000719","FBgn0051682","fog","Tengl1","PPI: Finley lab two-hybrid","-.376",".361"
"FBgn0024236","FBgn0266100","foi","CG44837","PPI: Curagen two-hybrid","-.1122",".412"
"FBgn0024236","FBgn0028552","foi","gammaSnap1","PPI: Curagen two-hybrid","-.1587",".399"
"FBgn0032773","FBgn0085431","fon","CG34402","PPI: Finley lab two-hybrid",".028",".39"
"FBgn0032773","FBgn0263772","fon","CG43689","PPI: Finley lab two-hybrid","-.0476",".369"
"FBgn0034200","FBgn0263772","Gbp2","CG43689","PPI: Finley lab two-hybrid","-.1102",".387"
"FBgn0036428","FBgn0040074","Gbs-70E","retinin","PPI: Curagen two-hybrid","-.0002",".401"
"FBgn0033539","FBgn0031436","Git","ND-B17.2","PPI: Curagen two-hybrid","-.4363",".254"
"FBgn0266064","FBgn0032175","GlyS","CG13131","PPI: Curagen two-hybrid","-.3001",".357"
"FBgn0045495","FBgn0034837","Gr28b","RpL22-like","PPI: Curagen two-hybrid",".0169",".266"
"FBgn0010043","FBgn0035044","GstD7","CG3663","PPI: Finley lab two-hybrid",".4558",".338"
"FBgn0026239","FBgn0051682","gukh","Tengl1","PPI: Finley lab two-hybrid","-.1117",".364"
"FBgn0038436","FBgn0036311","Gyc89Db","CG17666","PPI: Curagen two-hybrid","-.1885",".397"
"FBgn0038436","FBgn0033702","Gyc89Db","CG8854","PPI: Curagen two-hybrid",".1506",".42"
"FBgn0038436","FBgn0031089","Gyc89Db","CG9572","PPI: Curagen two-hybrid","-.0223",".408"
"FBgn0038436","FBgn0036915","Gyc89Db","Prp3","PPI: Curagen two-hybrid",".2115",".359"
"FBgn0038436","FBgn0030748","Gyc89Db","Traf-like","PPI: Curagen two-hybrid",".2927",".4"
