Node	BFS_Rank
FBgn0003943	1.0
FBgn0001233	0.8296943231441051
FBgn0004638	0.7816593886462886
FBgn0000108	0.7663755458515287
FBgn0259174	0.7489082969432317
FBgn0004907	0.7445414847161576
FBgn0020622	0.7358078602620091
FBgn0010379	0.733624454148472
FBgn0001139	0.7314410480349349
FBgn0015774	0.7314410480349348
FBgn0004177	0.7314410480349348
FBgn0003091	0.7303493449781663
FBgn0004647	0.7292576419213977
FBgn0005672	0.7270742358078605
FBgn0020238	0.7270742358078605
FBgn0025800	0.7270742358078605
FBgn0010263	0.7248908296943235
FBgn0003557	0.7248908296943235
FBgn0010905	0.7248908296943234
FBgn0086675	0.7227074235807864
FBgn0015520	0.7183406113537122
FBgn0003321	0.7183406113537122
FBgn0086558	0.7183406113537122
FBgn0029006	0.7183406113537121
FBgn0000043	0.7183406113537121
FBgn0266599	0.716157205240175
FBgn0264492	0.716157205240175
FBgn0000042	0.7139737991266378
FBgn0040068	0.7096069868995636
FBgn0000499	0.7096069868995636
FBgn0003371	0.7030567685589523
FBgn0262656	0.7030567685589523
FBgn0016917	0.7008733624454152
FBgn0028471	0.7008733624454152
FBgn0046332	0.7008733624454152
FBgn0265574	0.7008733624454151
FBgn0261617	0.7008733624454151
FBgn0003502	0.6986899563318781
FBgn0001216	0.6986899563318781
FBgn0020224	0.6986899563318781
FBgn0037328	0.698689956331878
FBgn0004106	0.698689956331878
FBgn0031883	0.696506550218341
FBgn0005536	0.694323144104804
FBgn0014141	0.6943231441048037
FBgn0260934	0.6943231441048037
FBgn0000667	0.6932314410480352
FBgn0261014	0.6921397379912667
FBgn0000015	0.6899563318777298
FBgn0000229	0.6899563318777298
FBgn0010269	0.6899563318777296
FBgn0010583	0.6899563318777295
FBgn0010909	0.6899563318777295
FBgn0003165	0.6899563318777295
FBgn0037549	0.6899563318777295
FBgn0020496	0.6877729257641927
FBgn0024811	0.6877729257641926
FBgn0000147	0.6877729257641926
FBgn0010333	0.6877729257641926
FBgn0004103	0.6877729257641925
FBgn0262735	0.6877729257641925
FBgn0004587	0.6877729257641922
FBgn0033160	0.6877729257641922
FBgn0004569	0.6866812227074239
FBgn0000253	0.6855895196506555
FBgn0263603	0.6855895196506554
FBgn0015805	0.6855895196506554
FBgn0004227	0.6855895196506553
FBgn0039229	0.6855895196506553
FBgn0004449	0.6855895196506553
FBgn0001942	0.6855895196506552
FBgn0010341	0.6834061135371183
FBgn0011661	0.6834061135371183
FBgn0004889	0.6834061135371183
FBgn0030354	0.6834061135371183
FBgn0014010	0.6834061135371182
FBgn0031450	0.6834061135371182
FBgn0034259	0.6834061135371182
FBgn0000273	0.6834061135371181
FBgn0001291	0.6812227074235812
FBgn0030479	0.6812227074235812
FBgn0015379	0.6812227074235812
FBgn0052479	0.681222707423581
FBgn0000711	0.681222707423581
FBgn0013984	0.6801310043668126
FBgn0034361	0.679039301310044
FBgn0000319	0.679039301310044
FBgn0011300	0.679039301310044
FBgn0030674	0.679039301310044
FBgn0003118	0.679039301310044
FBgn0000556	0.679039301310044
FBgn0011726	0.6779475982532753
FBgn0028695	0.676855895196507
FBgn0010602	0.6768558951965069
FBgn0030086	0.6768558951965068
FBgn0030061	0.6768558951965068
FBgn0001224	0.6768558951965068
FBgn0028694	0.6768558951965068
FBgn0011274	0.6768558951965068
FBgn0001091	0.6768558951965068
FBgn0003612	0.6768558951965068
FBgn0027053	0.6768558951965068
FBgn0024291	0.6757641921397382
FBgn0004107	0.6746724890829698
FBgn0283472	0.6746724890829698
FBgn0011573	0.6746724890829698
FBgn0000382	0.6746724890829697
FBgn0039169	0.6746724890829697
FBgn0000259	0.6746724890829697
FBgn0023175	0.6746724890829697
FBgn0001092	0.6746724890829697
FBgn0026428	0.6746724890829697
FBgn0283468	0.6746724890829697
FBgn0000629	0.6746724890829696
FBgn0000250	0.6735807860262013
FBgn0267698	0.6735807860262013
FBgn0032906	0.6724890829694327
FBgn0086657	0.6724890829694327
FBgn0041627	0.6724890829694327
FBgn0020618	0.6724890829694327
FBgn0004066	0.6724890829694326
FBgn0250823	0.6724890829694326
FBgn0264922	0.6724890829694326
FBgn0024846	0.6724890829694324
FBgn0026370	0.6703056768558957
FBgn0051613	0.6703056768558956
FBgn0016126	0.6703056768558956
FBgn0003889	0.6703056768558956
FBgn0000635	0.6703056768558956
FBgn0004363	0.6703056768558955
FBgn0000064	0.6703056768558954
FBgn0031728	0.6703056768558954
FBgn0024285	0.6703056768558954
FBgn0027052	0.669213973799127
FBgn0014388	0.669213973799127
FBgn0035720	0.6681222707423585
FBgn0032859	0.6681222707423585
FBgn0032725	0.6681222707423584
FBgn0003124	0.6681222707423584
FBgn0262519	0.6681222707423584
FBgn0015509	0.6681222707423583
FBgn0039858	0.6681222707423583
FBgn0037573	0.6681222707423582
FBgn0086442	0.6670305676855898
FBgn0003942	0.6670305676855898
FBgn0003884	0.6659388646288213
FBgn0003885	0.6659388646288213
FBgn0041100	0.6659388646288213
FBgn0015282	0.6659388646288213
FBgn0020235	0.6659388646288213
FBgn0025936	0.6659388646288213
FBgn0085354	0.6648471615720529
FBgn0051988	0.6648471615720529
FBgn0050178	0.6648471615720529
FBgn0051624	0.6648471615720529
FBgn0014006	0.6648471615720527
FBgn0016131	0.6648471615720527
FBgn0003969	0.6648471615720527
FBgn0053087	0.6648471615720526
FBgn0039186	0.6648471615720526
FBgn0053838	0.6637554585152843
FBgn0015024	0.6637554585152843
FBgn0053865	0.6637554585152843
FBgn0053844	0.6637554585152843
FBgn0053829	0.6637554585152843
FBgn0053862	0.6637554585152843
FBgn0031006	0.6637554585152843
FBgn0053814	0.6637554585152843
FBgn0053859	0.6637554585152843
FBgn0053820	0.6637554585152843
FBgn0053808	0.6637554585152843
FBgn0053847	0.6637554585152843
FBgn0053856	0.6637554585152843
FBgn0053817	0.6637554585152843
FBgn0053853	0.6637554585152843
FBgn0053823	0.6637554585152843
FBgn0033889	0.6637554585152843
FBgn0015797	0.6637554585152843
FBgn0011826	0.6637554585152843
FBgn0053832	0.6637554585152843
FBgn0053835	0.6637554585152843
FBgn0053841	0.6637554585152843
FBgn0053826	0.6637554585152843
FBgn0002783	0.6637554585152843
FBgn0011739	0.6637554585152843
FBgn0053850	0.6637554585152843
FBgn0051618	0.6637554585152843
FBgn0015296	0.6637554585152842
FBgn0025463	0.6637554585152842
FBgn0040078	0.6637554585152842
FBgn0010173	0.6637554585152842
FBgn0027548	0.6637554585152841
FBgn0003093	0.6637554585152841
FBgn0034258	0.663755458515284
FBgn0022986	0.6626637554585157
FBgn0260397	0.6615720524017471
FBgn0267795	0.6615720524017471
FBgn0020309	0.6615720524017471
FBgn0003071	0.6615720524017471
FBgn0010246	0.661572052401747
FBgn0010348	0.661572052401747
FBgn0033741	0.661572052401747
FBgn0005655	0.661572052401747
FBgn0037815	0.661572052401747
FBgn0015268	0.661572052401747
FBgn0005592	0.661572052401747
FBgn0005777	0.661572052401747
FBgn0267821	0.661572052401747
FBgn0034697	0.661572052401747
FBgn0037330	0.661572052401747
FBgn0028734	0.6615720524017469
FBgn0000212	0.6615720524017469
FBgn0011774	0.6604803493449786
FBgn0010315	0.6604803493449786
FBgn0023388	0.6604803493449783
FBgn0265464	0.6593886462882101
FBgn0033352	0.65938864628821
FBgn0014011	0.65938864628821
FBgn0022764	0.65938864628821
FBgn0261789	0.65938864628821
FBgn0004828	0.6593886462882099
FBgn0013954	0.6593886462882099
FBgn0263930	0.6593886462882099
FBgn0067864	0.6593886462882099
FBgn0014857	0.6593886462882099
FBgn0086384	0.6593886462882098
FBgn0041171	0.6593886462882098
FBgn0028697	0.6593886462882098
FBgn0030951	0.6582969432314415
FBgn0013770	0.6572052401746731
FBgn0003134	0.657205240174673
FBgn0015283	0.6572052401746729
FBgn0032820	0.6572052401746729
FBgn0015589	0.6572052401746729
FBgn0011305	0.6572052401746729
FBgn0004636	0.6572052401746729
FBgn0015765	0.6572052401746727
FBgn0002673	0.6572052401746727
FBgn0010441	0.6572052401746727
FBgn0002413	0.6572052401746727
FBgn0035591	0.6572052401746727
FBgn0041210	0.6572052401746727
FBgn0029093	0.6572052401746727
FBgn0015245	0.6572052401746727
FBgn0040075	0.6572052401746726
FBgn0267385	0.6572052401746726
FBgn0025716	0.6572052401746726
FBgn0029148	0.6572052401746726
